finding_id,module,recon_semantic_detail_finding,module_authority_artifact,step03_relationship_id,core_artifact_id,core_artifact,core_section_heading,authority_owner,authority_source_artifact,authority_basis,authority_scope,core_evidence_line,core_evidence_excerpt,dependency,proposed_synchronization_action,classification,linkage_status,candidate_count,linkage_basis,historical_core_artifact_id,historical_core_section_heading
M02-CI-010,M02,Private Identity / Legal / Verification boundary,WF03-03-02_M02_FULL_SEMANTIC_REBUILD_v1.1.md,SR-F-0006,CAM11-0035,15_TECHNICAL/W4-02A.6.19_TECHNICAL_SPECIFICATION_CURRENT_TECHNICAL_IMPLEMENTATION_CONTRACT_v2.1.md,## 21.3 Legal documents,CORE TECHNICAL CONTRACT AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,Technical implementation contract under Core governance,FULL semantic rebuild; current M02 profile/reviews/visibility authority,1466.0,KTP/NPWP/legal files:  - private; - authorized access only; - never indexed; - never included in public analytics; - never exposed through public URL without controlled authorization.,M01/M03/M11/M12,Preserve existing Core semantic/detail contract; retain provenance.,PRESERVE,DETERMINISTIC_EXPLICIT_FINDING_RELATIONSHIP,1,Exact finding-level relationship created in STEP03 v1.3 from current module authority + exact Core artifact + exact section/evidence anchor.,CAM11-0076,# RUMAHAGEN — WIREFRAME CORE FINAL SOURCE PACK v1.1
M02-CI-011,M02,KTP deferred semantics,WF03-03-02_M02_FULL_SEMANTIC_REBUILD_v1.1.md,SR-F-0010,CAM11-0034,14_FUNCTIONAL/W4-02A.6.18_FUNCTIONAL_SPECIFICATION_CURRENT_FUNCTIONAL_IMPLEMENTATION_CONTRACT_v2.1.md,§6.1 FR-M01-001 — Agent registration,CORE FUNCTIONAL CONTRACT AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,Functional contract under Core governance,Core functional contract authority; current registration/review state evidence,340–372,verify OTP → create account → upload required verification documents → submit review → account = PENDING_REVIEW; Reviewer approves → ACTIVE; Pending account is not treated as Active,M01/M03/M11/M12,Reconcile M02 deferred-KTP semantic flow against the contradictory current Core registration/review contract; preserve both M02/M01 semantic evidence and Core evidence for STEP05 semantic conflict resolution; do not modify Core in STEP03.,RECONCILE,DETERMINISTIC_EXPLICIT_FINDING_RELATIONSHIP,1,"STEP03-A v1.0 establishes a deterministic current-Core target: primary exact anchor CAM11-0034 §6.1 FR-M01-001 lines 340–372. Corroborating exact UI/UX anchor is linked as SR-F-0011 (CAM11-0036 §9.3 lines 666–680). Current M01/M02 semantic authorities state KTP DEFERRED/NOT_PROVIDED → ACTIVE → HOME with no PENDING_REVIEW; Core functional/UI evidence states verification documents → PENDING_REVIEW → reviewer approval → ACTIVE. This is an explicit semantic conflict candidate, not an inferred mapping.",CAM11-0076,# RUMAHAGEN — WIREFRAME CORE FINAL SOURCE PACK v1.1
M02-CI-012,M02,M02 ↔ M01 identity boundary,WF03-03-02_M02_FULL_SEMANTIC_REBUILD_v1.1.md,SR-0724,26_ENGINEERING_ALIGNMENT/W4-02A.6.30_ENGINEERING_ALIGNMENT_GUIDEBOOK_PLAYBOOK_v2.1.md,26_ENGINEERING_ALIGNMENT/W4-02A.6.30_ENGINEERING_ALIGNMENT_GUIDEBOOK_PLAYBOOK_v2.1.md,# RUMAHAGEN — W4-02A.6.30,CORE ENGINEERING ALIGNMENT AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,Engineering alignment is controlled by Core governance,FULL semantic rebuild; current M02 profile/reviews/visibility authority,4.0,**Version:** 2.1,M01/M03/M11/M12,Preserve existing Core semantic/detail contract; retain provenance.,PRESERVE,DETERMINISTIC_CROSSWALK_VALIDATED,1,Exact deterministic join on module + prior candidate Core artifact + prior Core section. Current Core/evidence/authority/dependency fields are sourced from the matched STEP03 v1.2 relationship. STEP04 v1.0 is provenance only; no keyword/layer fallback.,CAM11-0066,# RUMAHAGEN — W4-02A.6.30
M02-CI-013,M02,M02 ↔ M03 Listing boundary,WF03-03-02_M02_FULL_SEMANTIC_REBUILD_v1.1.md,SR-0724,26_ENGINEERING_ALIGNMENT/W4-02A.6.30_ENGINEERING_ALIGNMENT_GUIDEBOOK_PLAYBOOK_v2.1.md,26_ENGINEERING_ALIGNMENT/W4-02A.6.30_ENGINEERING_ALIGNMENT_GUIDEBOOK_PLAYBOOK_v2.1.md,# RUMAHAGEN — W4-02A.6.30,CORE ENGINEERING ALIGNMENT AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,Engineering alignment is controlled by Core governance,FULL semantic rebuild; current M02 profile/reviews/visibility authority,4.0,**Version:** 2.1,M01/M03/M11/M12,Preserve existing Core semantic/detail contract; retain provenance.,PRESERVE,DETERMINISTIC_CROSSWALK_VALIDATED,1,Exact deterministic join on module + prior candidate Core artifact + prior Core section. Current Core/evidence/authority/dependency fields are sourced from the matched STEP03 v1.2 relationship. STEP04 v1.0 is provenance only; no keyword/layer fallback.,CAM11-0066,# RUMAHAGEN — W4-02A.6.30
M02-CI-014,M02,M02 ↔ M10 authorization boundary,WF03-03-02_M02_FULL_SEMANTIC_REBUILD_v1.1.md,SR-0724,26_ENGINEERING_ALIGNMENT/W4-02A.6.30_ENGINEERING_ALIGNMENT_GUIDEBOOK_PLAYBOOK_v2.1.md,26_ENGINEERING_ALIGNMENT/W4-02A.6.30_ENGINEERING_ALIGNMENT_GUIDEBOOK_PLAYBOOK_v2.1.md,# RUMAHAGEN — W4-02A.6.30,CORE ENGINEERING ALIGNMENT AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,Engineering alignment is controlled by Core governance,FULL semantic rebuild; current M02 profile/reviews/visibility authority,4.0,**Version:** 2.1,M01/M03/M11/M12,Preserve existing Core semantic/detail contract; retain provenance.,PRESERVE,DETERMINISTIC_CROSSWALK_VALIDATED,1,Exact deterministic join on module + prior candidate Core artifact + prior Core section. Current Core/evidence/authority/dependency fields are sourced from the matched STEP03 v1.2 relationship. STEP04 v1.0 is provenance only; no keyword/layer fallback.,CAM11-0066,# RUMAHAGEN — W4-02A.6.30
M02-CI-015,M02,Physical/runtime separation,WF03-03-02_M02_FULL_SEMANTIC_REBUILD_v1.1.md,SR-F-0007,CAM11-0046,23_M01_M07/W4-02A.6.27_FOCUSED_EXECUTION_PACK_M01-M07_v2.1_EXTRACTED/RUMAHAGEN_W4-02A.6.27_FOCUSED_EXECUTION_PACK_M01-M07_v2.1/M02_PHYSICAL_EXECUTION_SPEC_v2.1.md,## 19. Controlled residuals,M01–M07 EXECUTION CONTEXT; MODULE AUTHORITIES REMAIN SEMANTIC AUTHORITY,M01–M07 CURRENT AUTHORITY ARTIFACT SET,Focused execution pack is downstream execution context,FULL semantic rebuild; current M02 profile/reviews/visibility authority,143.0,## 19. Controlled residuals - Runtime verification remains downstream in W4-03. - Exact physical permission seeds/IDs remain downstream unless frozen by current authority. - Provider operational/runtime behavior remains downstream where applicable. - Any discovered physical-schema contradiction is a controlled change candidate and must stop the affected path.,M01/M03/M11/M12,Preserve existing Core semantic/detail contract; retain provenance.,PRESERVE,DETERMINISTIC_EXPLICIT_FINDING_RELATIONSHIP,1,Exact finding-level relationship created in STEP03 v1.3 from current module authority + exact Core artifact + exact section/evidence anchor.,CAM11-0076,# RUMAHAGEN — WIREFRAME CORE FINAL SOURCE PACK v1.1
M02-CI-016,M02,M02 physical/runtime status,WF03-03-02_M02_FULL_SEMANTIC_REBUILD_v1.1.md,SR-0073,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,"# developer-projects, calculator (dbr), notifications, rbac, seo",CORE ARCHITECTURE,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,Core architecture is governed as immutable Core semantic contract,FULL semantic rebuild; current M02 profile/reviews/visibility authority,1.0,RUMAHAGEN — SYSTEM ARCHITECTURE,M01/M03/M11/M12,Track downstream physical/API/RLS/runtime work; do not convert implementation status into semantic proof.,CONTROLLED,DETERMINISTIC_CROSSWALK_VALIDATED,1,Exact deterministic join on module + prior candidate Core artifact + prior Core section. Current Core/evidence/authority/dependency fields are sourced from the matched STEP03 v1.2 relationship. STEP04 v1.0 is provenance only; no keyword/layer fallback.,CAM11-0011,"# developer-projects, calculator (dbr), notifications, rbac, seo"
M02-CI-017,M02,Outcome upstream authority,WF03-03-02_M02_FULL_SEMANTIC_REBUILD_v1.1.md,SR-0073,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,"# developer-projects, calculator (dbr), notifications, rbac, seo",CORE ARCHITECTURE,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,Core architecture is governed as immutable Core semantic contract,FULL semantic rebuild; current M02 profile/reviews/visibility authority,1.0,RUMAHAGEN — SYSTEM ARCHITECTURE,M01/M03/M11/M12,Do not propagate this finding into the target Core contract; retain provenance.,NO-PROPAGATION,DETERMINISTIC_CROSSWALK_VALIDATED,1,Exact deterministic join on module + prior candidate Core artifact + prior Core section. Current Core/evidence/authority/dependency fields are sourced from the matched STEP03 v1.2 relationship. STEP04 v1.0 is provenance only; no keyword/layer fallback.,CAM11-0011,"# developer-projects, calculator (dbr), notifications, rbac, seo"
M03-CI-001,M03,Publication / no Pending Review,RUMAHAGEN_WF03_M03_FULL_REBUILD_v1.3_QIR_INTEGRATED_CONTROLLED/00_M03_REBUILD_CONTROL_REPORT_v1.3.md,SR-0500,20_MODULE_PLANNING/W4-02A.6.24_REVISED_MODULE_PLANNING_CURRENT_MODULE_DELIVERY_PLANNING_v2.1.md,20_MODULE_PLANNING/W4-02A.6.24_REVISED_MODULE_PLANNING_CURRENT_MODULE_DELIVERY_PLANNING_v2.1.md,# RUMAHAGEN — REVISED MODULE PLANNING,CORE MODULE PLANNING AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,Current module delivery planning contract,FULL deep-scan rebuild; M03 Listing/Refresh action authority,4.0,**Version:** 2.1 — W4-02A.6.24,M06/M11/M14,Hand only the contradictory semantic portion to STEP05; preserve unrelated Core detail.,RECONCILE,DETERMINISTIC_CROSSWALK_VALIDATED,1,Exact deterministic join on module + prior candidate Core artifact + prior Core section. Current Core/evidence/authority/dependency fields are sourced from the matched STEP03 v1.2 relationship. STEP04 v1.0 is provenance only; no keyword/layer fallback.,CAM11-0040,# RUMAHAGEN — REVISED MODULE PLANNING
M03-CI-002,M03,Suspension / violation enforcement,RUMAHAGEN_WF03_M03_FULL_REBUILD_v1.3_QIR_INTEGRATED_CONTROLLED/00_M03_REBUILD_CONTROL_REPORT_v1.3.md,SR-0500,20_MODULE_PLANNING/W4-02A.6.24_REVISED_MODULE_PLANNING_CURRENT_MODULE_DELIVERY_PLANNING_v2.1.md,20_MODULE_PLANNING/W4-02A.6.24_REVISED_MODULE_PLANNING_CURRENT_MODULE_DELIVERY_PLANNING_v2.1.md,# RUMAHAGEN — REVISED MODULE PLANNING,CORE MODULE PLANNING AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,Current module delivery planning contract,FULL deep-scan rebuild; M03 Listing/Refresh action authority,4.0,**Version:** 2.1 — W4-02A.6.24,M06/M11/M14,Preserve existing Core semantic/detail contract; retain provenance.,PRESERVE,DETERMINISTIC_CROSSWALK_VALIDATED,1,Exact deterministic join on module + prior candidate Core artifact + prior Core section. Current Core/evidence/authority/dependency fields are sourced from the matched STEP03 v1.2 relationship. STEP04 v1.0 is provenance only; no keyword/layer fallback.,CAM11-0040,# RUMAHAGEN — REVISED MODULE PLANNING
M03-CI-003,M03,Sold/Rented search exclusion and profile count,RUMAHAGEN_WF03_M03_FULL_REBUILD_v1.3_QIR_INTEGRATED_CONTROLLED/00_M03_REBUILD_CONTROL_REPORT_v1.3.md,SR-0461,17_SEO_ANALYTICS/W4-02A.6.21_SEO_ANALYTICS_SPECIFICATION_DISCOVERY_MEASUREMENT_BASELINE_v2.1.md,17_SEO_ANALYTICS/W4-02A.6.21_SEO_ANALYTICS_SPECIFICATION_DISCOVERY_MEASUREMENT_BASELINE_v2.1.md,# RUMAHAGEN --- SEO / ANALYTICS SPECIFICATION,M11 PUBLIC DISCOVERY / SEO / MEASUREMENT AUTHORITY,RUMAHAGEN_WF03_M11_FULL_REBUILD_CONTROLLED_v2.0_FULL_VERSION/RUMAHAGEN_WF03_M11_FULL_REBUILD_CONTROLLED_v2.0_FULL_VERSION.md,"M11 owns public discovery, SEO, tracking and measurement",FULL deep-scan rebuild; M03 Listing/Refresh action authority,5.0,**Version:** 2.1 --- W4-02A.6.21\,M06/M11/M14,Preserve existing Core semantic/detail contract; retain provenance.,PRESERVE,DETERMINISTIC_CROSSWALK_VALIDATED,1,Exact deterministic join on module + prior candidate Core artifact + prior Core section. Current Core/evidence/authority/dependency fields are sourced from the matched STEP03 v1.2 relationship. STEP04 v1.0 is provenance only; no keyword/layer fallback.,CAM11-0037,# RUMAHAGEN --- SEO / ANALYTICS SPECIFICATION
M03-CI-004,M03,Owner-only Listing edit,RUMAHAGEN_WF03_M03_FULL_REBUILD_v1.3_QIR_INTEGRATED_CONTROLLED/00_M03_REBUILD_CONTROL_REPORT_v1.3.md,SR-0500,20_MODULE_PLANNING/W4-02A.6.24_REVISED_MODULE_PLANNING_CURRENT_MODULE_DELIVERY_PLANNING_v2.1.md,20_MODULE_PLANNING/W4-02A.6.24_REVISED_MODULE_PLANNING_CURRENT_MODULE_DELIVERY_PLANNING_v2.1.md,# RUMAHAGEN — REVISED MODULE PLANNING,CORE MODULE PLANNING AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,Current module delivery planning contract,FULL deep-scan rebuild; M03 Listing/Refresh action authority,4.0,**Version:** 2.1 — W4-02A.6.24,M06/M11/M14,Preserve existing Core semantic/detail contract; retain provenance.,PRESERVE,DETERMINISTIC_CROSSWALK_VALIDATED,1,Exact deterministic join on module + prior candidate Core artifact + prior Core section. Current Core/evidence/authority/dependency fields are sourced from the matched STEP03 v1.2 relationship. STEP04 v1.0 is provenance only; no keyword/layer fallback.,CAM11-0040,# RUMAHAGEN — REVISED MODULE PLANNING
M03-CI-005,M03,Four-field post-publish locks,RUMAHAGEN_WF03_M03_FULL_REBUILD_v1.3_QIR_INTEGRATED_CONTROLLED/00_M03_REBUILD_CONTROL_REPORT_v1.3.md,SR-0461,17_SEO_ANALYTICS/W4-02A.6.21_SEO_ANALYTICS_SPECIFICATION_DISCOVERY_MEASUREMENT_BASELINE_v2.1.md,17_SEO_ANALYTICS/W4-02A.6.21_SEO_ANALYTICS_SPECIFICATION_DISCOVERY_MEASUREMENT_BASELINE_v2.1.md,# RUMAHAGEN --- SEO / ANALYTICS SPECIFICATION,M11 PUBLIC DISCOVERY / SEO / MEASUREMENT AUTHORITY,RUMAHAGEN_WF03_M11_FULL_REBUILD_CONTROLLED_v2.0_FULL_VERSION/RUMAHAGEN_WF03_M11_FULL_REBUILD_CONTROLLED_v2.0_FULL_VERSION.md,"M11 owns public discovery, SEO, tracking and measurement",FULL deep-scan rebuild; M03 Listing/Refresh action authority,5.0,**Version:** 2.1 --- W4-02A.6.21\,M06/M11/M14,Preserve existing Core semantic/detail contract; retain provenance.,PRESERVE,DETERMINISTIC_CROSSWALK_VALIDATED,1,Exact deterministic join on module + prior candidate Core artifact + prior Core section. Current Core/evidence/authority/dependency fields are sourced from the matched STEP03 v1.2 relationship. STEP04 v1.0 is provenance only; no keyword/layer fallback.,CAM11-0037,# RUMAHAGEN --- SEO / ANALYTICS SPECIFICATION
M03-CI-006,M03,Refresh daily quota default 5,RUMAHAGEN_WF03_M03_FULL_REBUILD_v1.3_QIR_INTEGRATED_CONTROLLED/00_M03_REBUILD_CONTROL_REPORT_v1.3.md,SR-0740,27_AI_BLUEPRINT/W4-02A.6.31_AI_DEVELOPMENT_BLUEPRINT_v2.1.md,27_AI_BLUEPRINT/W4-02A.6.31_AI_DEVELOPMENT_BLUEPRINT_v2.1.md,# RUMAHAGEN — W4-02A.6.31,CORE AI DEVELOPMENT BLUEPRINT AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,AI development blueprint is controlled project context,FULL deep-scan rebuild; M03 Listing/Refresh action authority,4.0,**Version:** 2.1,M06/M11/M14,Add validated capability/detail to the Core semantic contract; preserve existing detail.,ADD-NEW,DETERMINISTIC_CROSSWALK_VALIDATED,1,Exact deterministic join on module + prior candidate Core artifact + prior Core section. Current Core/evidence/authority/dependency fields are sourced from the matched STEP03 v1.2 relationship. STEP04 v1.0 is provenance only; no keyword/layer fallback.,CAM11-0067,# RUMAHAGEN — W4-02A.6.31
M03-CI-007,M03,Refresh Superadmin configuration,RUMAHAGEN_WF03_M03_FULL_REBUILD_v1.3_QIR_INTEGRATED_CONTROLLED/00_M03_REBUILD_CONTROL_REPORT_v1.3.md,SR-0725,26_ENGINEERING_ALIGNMENT/W4-02A.6.30_ENGINEERING_ALIGNMENT_GUIDEBOOK_PLAYBOOK_v2.1.md,26_ENGINEERING_ALIGNMENT/W4-02A.6.30_ENGINEERING_ALIGNMENT_GUIDEBOOK_PLAYBOOK_v2.1.md,# RUMAHAGEN — W4-02A.6.30,CORE ENGINEERING ALIGNMENT AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,Engineering alignment is controlled by Core governance,FULL deep-scan rebuild; M03 Listing/Refresh action authority,4.0,**Version:** 2.1,M06/M11/M14,Preserve existing Core semantic/detail contract; retain provenance.,PRESERVE,DETERMINISTIC_CROSSWALK_VALIDATED,1,Exact deterministic join on module + prior candidate Core artifact + prior Core section. Current Core/evidence/authority/dependency fields are sourced from the matched STEP03 v1.2 relationship. STEP04 v1.0 is provenance only; no keyword/layer fallback.,CAM11-0066,# RUMAHAGEN — W4-02A.6.30
M03-CI-008,M03,Refresh no carry-forward,RUMAHAGEN_WF03_M03_FULL_REBUILD_v1.3_QIR_INTEGRATED_CONTROLLED/00_M03_REBUILD_CONTROL_REPORT_v1.3.md,SR-0725,26_ENGINEERING_ALIGNMENT/W4-02A.6.30_ENGINEERING_ALIGNMENT_GUIDEBOOK_PLAYBOOK_v2.1.md,26_ENGINEERING_ALIGNMENT/W4-02A.6.30_ENGINEERING_ALIGNMENT_GUIDEBOOK_PLAYBOOK_v2.1.md,# RUMAHAGEN — W4-02A.6.30,CORE ENGINEERING ALIGNMENT AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,Engineering alignment is controlled by Core governance,FULL deep-scan rebuild; M03 Listing/Refresh action authority,4.0,**Version:** 2.1,M06/M11/M14,Preserve existing Core semantic/detail contract; retain provenance.,PRESERVE,DETERMINISTIC_CROSSWALK_VALIDATED,1,Exact deterministic join on module + prior candidate Core artifact + prior Core section. Current Core/evidence/authority/dependency fields are sourced from the matched STEP03 v1.2 relationship. STEP04 v1.0 is provenance only; no keyword/layer fallback.,CAM11-0066,# RUMAHAGEN — W4-02A.6.30
M03-CI-009,M03,Refresh Asia/Jakarta reset,RUMAHAGEN_WF03_M03_FULL_REBUILD_v1.3_QIR_INTEGRATED_CONTROLLED/00_M03_REBUILD_CONTROL_REPORT_v1.3.md,SR-0074,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,"# developer-projects, calculator (dbr), notifications, rbac, seo",CORE ARCHITECTURE,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,Core architecture is governed as immutable Core semantic contract,FULL deep-scan rebuild; M03 Listing/Refresh action authority,1.0,RUMAHAGEN — SYSTEM ARCHITECTURE,M06/M11/M14,Add validated capability/detail to the Core semantic contract; preserve existing detail.,ADD-NEW,DETERMINISTIC_CROSSWALK_VALIDATED,1,Exact deterministic join on module + prior candidate Core artifact + prior Core section. Current Core/evidence/authority/dependency fields are sourced from the matched STEP03 v1.2 relationship. STEP04 v1.0 is provenance only; no keyword/layer fallback.,CAM11-0011,"# developer-projects, calculator (dbr), notifications, rbac, seo"
M03-CI-010,M03,One successful Refresh per Listing/day,RUMAHAGEN_WF03_M03_FULL_REBUILD_v1.3_QIR_INTEGRATED_CONTROLLED/00_M03_REBUILD_CONTROL_REPORT_v1.3.md,SR-0074,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,"# developer-projects, calculator (dbr), notifications, rbac, seo",CORE ARCHITECTURE,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,Core architecture is governed as immutable Core semantic contract,FULL deep-scan rebuild; M03 Listing/Refresh action authority,1.0,RUMAHAGEN — SYSTEM ARCHITECTURE,M06/M11/M14,Add validated capability/detail to the Core semantic contract; preserve existing detail.,ADD-NEW,DETERMINISTIC_CROSSWALK_VALIDATED,1,Exact deterministic join on module + prior candidate Core artifact + prior Core section. Current Core/evidence/authority/dependency fields are sourced from the matched STEP03 v1.2 relationship. STEP04 v1.0 is provenance only; no keyword/layer fallback.,CAM11-0011,"# developer-projects, calculator (dbr), notifications, rbac, seo"
M03-CI-011,M03,District-local Refresh repositioning,RUMAHAGEN_WF03_M03_FULL_REBUILD_v1.3_QIR_INTEGRATED_CONTROLLED/00_M03_REBUILD_CONTROL_REPORT_v1.3.md,SR-0074,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,"# developer-projects, calculator (dbr), notifications, rbac, seo",CORE ARCHITECTURE,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,Core architecture is governed as immutable Core semantic contract,FULL deep-scan rebuild; M03 Listing/Refresh action authority,1.0,RUMAHAGEN — SYSTEM ARCHITECTURE,M06/M11/M14,Add validated capability/detail to the Core semantic contract; preserve existing detail.,ADD-NEW,DETERMINISTIC_CROSSWALK_VALIDATED,1,Exact deterministic join on module + prior candidate Core artifact + prior Core section. Current Core/evidence/authority/dependency fields are sourced from the matched STEP03 v1.2 relationship. STEP04 v1.0 is provenance only; no keyword/layer fallback.,CAM11-0011,"# developer-projects, calculator (dbr), notifications, rbac, seo"
