archive,relative_path,zip_nesting_level,size
/mnt/data/p1_v11_source_scan/src1/STEP SYNC CORE/RUMAHAGEN_STEP06_ADDitive_SEMANTIC_MERGE_FULL_v1.1.zip,src1/__nested__/0006/14_STEP06_SEMANTIC_MERGE_CANDIDATE_FULL_v1.1.md,1,30312
/mnt/data/p1_v11_source_scan/src1/STEP SYNC CORE/RUMAHAGEN_STEP06_ADDitive_SEMANTIC_MERGE_FULL_v1.1.zip,src1/__nested__/0006/15_PRE00_GATE_RECURSIVE_INVENTORY_v1.1.csv,1,2468
/mnt/data/p1_v11_source_scan/src1/STEP SYNC CORE/RUMAHAGEN_STEP06_ADDitive_SEMANTIC_MERGE_FULL_v1.1.zip,src1/__nested__/0006/16_STEP_SYNC_CORE_RAR_EMBEDDED_PACKAGE_INVENTORY_v1.1.csv,1,1206
/mnt/data/p1_v11_source_scan/src1/STEP SYNC CORE/RUMAHAGEN_STEP06_ADDitive_SEMANTIC_MERGE_FULL_v1.1.zip,src1/__nested__/0006/17_STEP06_EXECUTION_CHECKLIST_FULL_v1.1.md,1,2168
/mnt/data/p1_v11_source_scan/src1/STEP SYNC CORE/RUMAHAGEN_STEP06_ADDitive_SEMANTIC_MERGE_FULL_v1.1.zip,src1/__nested__/0006/18_STEP06_DEPENDENCY_HANDOFF_v1.1.md,1,1424
/mnt/data/p1_v11_source_scan/src1/STEP SYNC CORE/RUMAHAGEN_STEP06_ADDitive_SEMANTIC_MERGE_FULL_v1.1.zip,src1/__nested__/0006/19_STEP06_OUTPUT_MANIFEST_SHA256_v1.1.csv,1,2805
/mnt/data/p1_v11_source_scan/src1/STEP SYNC CORE/RUMAHAGEN_STEP06_ADDitive_SEMANTIC_MERGE_FULL_v1.1.zip,src1/__nested__/0006/HISTORICAL_STEP06_v1.0.zip,1,54130
/mnt/data/p1_v11_source_scan/src1/__nested__/0006/HISTORICAL_STEP06_v1.0.zip,src1/__nested__/0006/__nested__/0007/RUMAHAGEN_STEP06_ADDitive_SEMANTIC_MERGE_FULL_v1.0/11_STEP06_EXECUTION_CHECKLIST_v1.0.md,2,1203
/mnt/data/p1_v11_source_scan/src1/__nested__/0006/HISTORICAL_STEP06_v1.0.zip,src1/__nested__/0006/__nested__/0007/RUMAHAGEN_STEP06_ADDitive_SEMANTIC_MERGE_FULL_v1.0/10_STEP06_DEPENDENCY_HANDOFF_v1.0.md,2,940
/mnt/data/p1_v11_source_scan/src1/__nested__/0006/HISTORICAL_STEP06_v1.0.zip,src1/__nested__/0006/__nested__/0007/RUMAHAGEN_STEP06_ADDitive_SEMANTIC_MERGE_FULL_v1.0/02_STEP06_ADDITIVE_SEMANTIC_MERGE_REGISTER_FULL_v1.0.csv,2,207816
/mnt/data/p1_v11_source_scan/src1/__nested__/0006/HISTORICAL_STEP06_v1.0.zip,src1/__nested__/0006/__nested__/0007/RUMAHAGEN_STEP06_ADDitive_SEMANTIC_MERGE_FULL_v1.0/07_STEP06_NO_REPLACEMENT_DELETION_AUDIT_FULL_v1.0.csv,2,12993
/mnt/data/p1_v11_source_scan/src1/__nested__/0006/HISTORICAL_STEP06_v1.0.zip,src1/__nested__/0006/__nested__/0007/RUMAHAGEN_STEP06_ADDitive_SEMANTIC_MERGE_FULL_v1.0/06_STEP06_AUTHORITY_PRESERVATION_AUDIT_v1.0.csv,2,5405
/mnt/data/p1_v11_source_scan/src1/__nested__/0006/HISTORICAL_STEP06_v1.0.zip,src1/__nested__/0006/__nested__/0007/RUMAHAGEN_STEP06_ADDitive_SEMANTIC_MERGE_FULL_v1.0/12_STEP06_OUTPUT_MANIFEST_SHA256_v1.0.csv,2,1552
/mnt/data/p1_v11_source_scan/src1/__nested__/0006/HISTORICAL_STEP06_v1.0.zip,src1/__nested__/0006/__nested__/0007/RUMAHAGEN_STEP06_ADDitive_SEMANTIC_MERGE_FULL_v1.0/04_STEP06_RECON_DELTA_PROPAGATION_REGISTER_FULL_v1.0.csv,2,51088
/mnt/data/p1_v11_source_scan/src1/__nested__/0006/HISTORICAL_STEP06_v1.0.zip,src1/__nested__/0006/__nested__/0007/RUMAHAGEN_STEP06_ADDitive_SEMANTIC_MERGE_FULL_v1.0/01_STEP06_INPUT_DEEP_SCAN_MANIFEST_v1.0.csv,2,1828
/mnt/data/p1_v11_source_scan/src1/__nested__/0006/HISTORICAL_STEP06_v1.0.zip,src1/__nested__/0006/__nested__/0007/RUMAHAGEN_STEP06_ADDitive_SEMANTIC_MERGE_FULL_v1.0/README_STEP06_FULL_VERSION_v1.0.md,2,1421
/mnt/data/p1_v11_source_scan/src1/__nested__/0006/HISTORICAL_STEP06_v1.0.zip,src1/__nested__/0006/__nested__/0007/RUMAHAGEN_STEP06_ADDitive_SEMANTIC_MERGE_FULL_v1.0/08_STEP06_PROVENANCE_REGISTER_FULL_v1.0.csv,2,175197
/mnt/data/p1_v11_source_scan/src1/__nested__/0006/HISTORICAL_STEP06_v1.0.zip,src1/__nested__/0006/__nested__/0007/RUMAHAGEN_STEP06_ADDitive_SEMANTIC_MERGE_FULL_v1.0/03_STEP06_CORE_DETAIL_PRESERVATION_MATRIX_FULL_v1.0.csv,2,38383
/mnt/data/p1_v11_source_scan/src1/__nested__/0006/HISTORICAL_STEP06_v1.0.zip,src1/__nested__/0006/__nested__/0007/RUMAHAGEN_STEP06_ADDitive_SEMANTIC_MERGE_FULL_v1.0/05_STEP06_RECONCILE_APPLICATION_REGISTER_FULL_v1.0.csv,2,5924
/mnt/data/p1_v11_source_scan/src1/__nested__/0006/HISTORICAL_STEP06_v1.0.zip,src1/__nested__/0006/__nested__/0007/RUMAHAGEN_STEP06_ADDitive_SEMANTIC_MERGE_FULL_v1.0/00_STEP06_FULL_REPORT_v1.0.md,2,3845
/mnt/data/p1_v11_source_scan/src1/__nested__/0006/HISTORICAL_STEP06_v1.0.zip,src1/__nested__/0006/__nested__/0007/RUMAHAGEN_STEP06_ADDitive_SEMANTIC_MERGE_FULL_v1.0/09_STEP06_SEMANTIC_MERGE_CANDIDATE_v1.0.md,2,34804
/mnt/data/p1_v11_source_scan/src1/STEP SYNC CORE/RUMAHAGEN_STEP06_ADDitive_SEMANTIC_MERGE_FULL_v1.1.zip,src1/__nested__/0006/INPUT_GOVERNANCE_v1.3_LOCKED.docx,1,52353
/mnt/data/p1_v11_source_scan/src1/STEP SYNC CORE/RUMAHAGEN_STEP06_ADDitive_SEMANTIC_MERGE_FULL_v1.1.zip,src1/__nested__/0006/README_STEP06_FULL_VERSION_v1.1.md,1,876
/mnt/data/STEP SYNC CORE(20260907-081753).zip,src1/STEP SYNC CORE/RUMAHAGEN_STEP07-A_DOCUMENT_COVERAGE_AND_DEPENDENCY_SYNCHRONIZATION_MATRIX_FULL_v1.1.zip,0,236899
/mnt/data/p1_v11_source_scan/src1/STEP SYNC CORE/RUMAHAGEN_STEP07-A_DOCUMENT_COVERAGE_AND_DEPENDENCY_SYNCHRONIZATION_MATRIX_FULL_v1.1.zip,src1/__nested__/0008/00_STEP07-A_FULL_REPORT_v1.1.md,1,4884
/mnt/data/p1_v11_source_scan/src1/STEP SYNC CORE/RUMAHAGEN_STEP07-A_DOCUMENT_COVERAGE_AND_DEPENDENCY_SYNCHRONIZATION_MATRIX_FULL_v1.1.zip,src1/__nested__/0008/01_STEP07-A_DOCUMENT_COVERAGE_SYNCHRONIZATION_MATRIX_277_v1.1.csv,1,847296
/mnt/data/p1_v11_source_scan/src1/STEP SYNC CORE/RUMAHAGEN_STEP07-A_DOCUMENT_COVERAGE_AND_DEPENDENCY_SYNCHRONIZATION_MATRIX_FULL_v1.1.zip,src1/__nested__/0008/02_STEP07-A_ORDER_AND_DEPENDENCY_CONTROL_REGISTER_v1.1.csv,1,886
/mnt/data/p1_v11_source_scan/src1/STEP SYNC CORE/RUMAHAGEN_STEP07-A_DOCUMENT_COVERAGE_AND_DEPENDENCY_SYNCHRONIZATION_MATRIX_FULL_v1.1.zip,src1/__nested__/0008/06_STEP07-A_OUTPUT_MANIFEST_SHA256_v1.1.csv,1,2205
/mnt/data/p1_v11_source_scan/src1/STEP SYNC CORE/RUMAHAGEN_STEP07-A_DOCUMENT_COVERAGE_AND_DEPENDENCY_SYNCHRONIZATION_MATRIX_FULL_v1.1.zip,src1/__nested__/0008/03_STEP07-A_SYNCHRONIZATION_SEQUENCE_SUMMARY_v1.1.csv,1,183
/mnt/data/p1_v11_source_scan/src1/STEP SYNC CORE/RUMAHAGEN_STEP07-A_DOCUMENT_COVERAGE_AND_DEPENDENCY_SYNCHRONIZATION_MATRIX_FULL_v1.1.zip,src1/__nested__/0008/05_STEP07-A_FINAL_GATE_CHECKLIST_v1.1.csv,1,814
/mnt/data/p1_v11_source_scan/src1/STEP SYNC CORE/RUMAHAGEN_STEP07-A_DOCUMENT_COVERAGE_AND_DEPENDENCY_SYNCHRONIZATION_MATRIX_FULL_v1.1.zip,src1/__nested__/0008/README_STEP07-A_FULL_VERSION_v1.1.md,1,246
/mnt/data/p1_v11_source_scan/src1/STEP SYNC CORE/RUMAHAGEN_STEP07-A_DOCUMENT_COVERAGE_AND_DEPENDENCY_SYNCHRONIZATION_MATRIX_FULL_v1.1.zip,src1/__nested__/0008/04_STEP07-A_STAGE_DEPENDENCY_GRAPH_v1.1.csv,1,688
/mnt/data/p1_v11_source_scan/src1/STEP SYNC CORE/RUMAHAGEN_STEP07-A_DOCUMENT_COVERAGE_AND_DEPENDENCY_SYNCHRONIZATION_MATRIX_FULL_v1.1.zip,src1/__nested__/0008/00_PREVIOUS_STEP07-A_v1.0/05_STEP07-A_CORE_TARGET_SECTION_REGISTER.csv,1,11311
/mnt/data/p1_v11_source_scan/src1/STEP SYNC CORE/RUMAHAGEN_STEP07-A_DOCUMENT_COVERAGE_AND_DEPENDENCY_SYNCHRONIZATION_MATRIX_FULL_v1.1.zip,src1/__nested__/0008/00_PREVIOUS_STEP07-A_v1.0/02_STEP07-A_ACTION_SUMMARY.csv,1,228
/mnt/data/p1_v11_source_scan/src1/STEP SYNC CORE/RUMAHAGEN_STEP07-A_DOCUMENT_COVERAGE_AND_DEPENDENCY_SYNCHRONIZATION_MATRIX_FULL_v1.1.zip,src1/__nested__/0008/00_PREVIOUS_STEP07-A_v1.0/01_STEP07-A_DOCUMENT_COVERAGE_SYNCHRONIZATION_MATRIX_277.csv,1,621069
/mnt/data/p1_v11_source_scan/src1/STEP SYNC CORE/RUMAHAGEN_STEP07-A_DOCUMENT_COVERAGE_AND_DEPENDENCY_SYNCHRONIZATION_MATRIX_FULL_v1.1.zip,src1/__nested__/0008/00_PREVIOUS_STEP07-A_v1.0/README_STEP07-A_FULL_VERSION_v1.0.md,1,223
/mnt/data/p1_v11_source_scan/src1/STEP SYNC CORE/RUMAHAGEN_STEP07-A_DOCUMENT_COVERAGE_AND_DEPENDENCY_SYNCHRONIZATION_MATRIX_FULL_v1.1.zip,src1/__nested__/0008/00_PREVIOUS_STEP07-A_v1.0/00_INPUT_STEP07_v1.1.zip,1,194931
/mnt/data/p1_v11_source_scan/src1/__nested__/0008/00_PREVIOUS_STEP07-A_v1.0/00_INPUT_STEP07_v1.1.zip,src1/__nested__/0008/__nested__/0009/00_PREVIOUS_STEP07_v1.0/00_STEP07_FULL_REPORT_v1.0.md,2,10364
/mnt/data/p1_v11_source_scan/src1/__nested__/0008/00_PREVIOUS_STEP07-A_v1.0/00_INPUT_STEP07_v1.1.zip,src1/__nested__/0008/__nested__/0009/00_PREVIOUS_STEP07_v1.0/01_STEP07_INPUT_DEEP_SCAN_MANIFEST_v1.0.csv,2,1360
/mnt/data/p1_v11_source_scan/src1/__nested__/0008/00_PREVIOUS_STEP07-A_v1.0/00_INPUT_STEP07_v1.1.zip,src1/__nested__/0008/__nested__/0009/00_PREVIOUS_STEP07_v1.0/02_STEP07_UPSTREAM_PACKAGE_IDENTITY_v1.0.csv,2,852
/mnt/data/p1_v11_source_scan/src1/__nested__/0008/00_PREVIOUS_STEP07-A_v1.0/00_INPUT_STEP07_v1.1.zip,src1/__nested__/0008/__nested__/0009/00_PREVIOUS_STEP07_v1.0/03_STEP07_STEP_SYNC_CORE_CURRENT_EMBEDDED_INVENTORY_v1.0.csv,2,1054
/mnt/data/p1_v11_source_scan/src1/__nested__/0008/00_PREVIOUS_STEP07-A_v1.0/00_INPUT_STEP07_v1.1.zip,src1/__nested__/0008/__nested__/0009/00_PREVIOUS_STEP07_v1.0/04_STEP07_CORE_BASELINE_IDENTITY_COMPARE_v1.0.csv,2,483
/mnt/data/p1_v11_source_scan/src1/__nested__/0008/00_PREVIOUS_STEP07-A_v1.0/00_INPUT_STEP07_v1.1.zip,src1/__nested__/0008/__nested__/0009/00_PREVIOUS_STEP07_v1.0/05_STEP07_CURRENT_M01-M15_AUTHORITY_REGISTER_15_v1.0.csv,2,4086
/mnt/data/p1_v11_source_scan/src1/__nested__/0008/00_PREVIOUS_STEP07-A_v1.0/00_INPUT_STEP07_v1.1.zip,src1/__nested__/0008/__nested__/0009/00_PREVIOUS_STEP07_v1.0/06_STEP07_DEPENDENCY_MATRIX_73_NON_AUTHORITY_EDGES_v1.0.csv,2,19144
/mnt/data/p1_v11_source_scan/src1/__nested__/0008/00_PREVIOUS_STEP07-A_v1.0/00_INPUT_STEP07_v1.1.zip,src1/__nested__/0008/__nested__/0009/00_PREVIOUS_STEP07_v1.0/07_STEP07_SEMANTIC_AUTHORITY_BOUNDARY_MATRIX_15_MODULES_v1.0.csv,2,2253
/mnt/data/p1_v11_source_scan/src1/__nested__/0008/00_PREVIOUS_STEP07-A_v1.0/00_INPUT_STEP07_v1.1.zip,src1/__nested__/0008/__nested__/0009/00_PREVIOUS_STEP07_v1.0/08_STEP07_CROSS_MODULE_AUTHORITY_RELATIONSHIP_REGISTER_43_v1.0.csv,2,4928
/mnt/data/p1_v11_source_scan/src1/__nested__/0008/00_PREVIOUS_STEP07-A_v1.0/00_INPUT_STEP07_v1.1.zip,src1/__nested__/0008/__nested__/0009/00_PREVIOUS_STEP07_v1.0/09_STEP07_FINDING_LEVEL_AUTHORITY_RECONCILIATION_223_v1.0.csv,2,88978
/mnt/data/p1_v11_source_scan/src1/__nested__/0008/00_PREVIOUS_STEP07-A_v1.0/00_INPUT_STEP07_v1.1.zip,src1/__nested__/0008/__nested__/0009/00_PREVIOUS_STEP07_v1.0/10_STEP07_CROSS_MODULE_COLLISION_AND_BOUNDARY_REGISTER_15_v1.0.csv,2,3314
/mnt/data/p1_v11_source_scan/src1/__nested__/0008/00_PREVIOUS_STEP07-A_v1.0/00_INPUT_STEP07_v1.1.zip,src1/__nested__/0008/__nested__/0009/00_PREVIOUS_STEP07_v1.0/11_STEP07_CORE_AUTHORITY_RECONCILIATION_76_v1.0.csv,2,52088
/mnt/data/p1_v11_source_scan/src1/__nested__/0008/00_PREVIOUS_STEP07-A_v1.0/00_INPUT_STEP07_v1.1.zip,src1/__nested__/0008/__nested__/0009/00_PREVIOUS_STEP07_v1.0/12_STEP07_SEMANTIC_AUTHORITY_CYCLE_AUDIT_v1.0.csv,2,626
/mnt/data/p1_v11_source_scan/src1/__nested__/0008/00_PREVIOUS_STEP07-A_v1.0/00_INPUT_STEP07_v1.1.zip,src1/__nested__/0008/__nested__/0009/00_PREVIOUS_STEP07_v1.0/13_STEP07_AUTHORITY_PRESERVATION_AND_NO_TAKEOVER_AUDIT_15_v1.0.csv,2,2381
/mnt/data/p1_v11_source_scan/src1/__nested__/0008/00_PREVIOUS_STEP07-A_v1.0/00_INPUT_STEP07_v1.1.zip,src1/__nested__/0008/__nested__/0009/00_PREVIOUS_STEP07_v1.0/14_STEP07_PROVENANCE_REGISTER_223_v1.0.csv,2,129107
/mnt/data/p1_v11_source_scan/src1/__nested__/0008/00_PREVIOUS_STEP07-A_v1.0/00_INPUT_STEP07_v1.1.zip,src1/__nested__/0008/__nested__/0009/00_PREVIOUS_STEP07_v1.0/15_STEP07_DEEP_SCAN_COVERAGE_SUMMARY_v1.0.csv,2,84
/mnt/data/p1_v11_source_scan/src1/__nested__/0008/00_PREVIOUS_STEP07-A_v1.0/00_INPUT_STEP07_v1.1.zip,src1/__nested__/0008/__nested__/0009/00_PREVIOUS_STEP07_v1.0/16_STEP07_FINAL_GATE_CHECKLIST_v1.0.csv,2,1649
/mnt/data/p1_v11_source_scan/src1/__nested__/0008/00_PREVIOUS_STEP07-A_v1.0/00_INPUT_STEP07_v1.1.zip,src1/__nested__/0008/__nested__/0009/00_PREVIOUS_STEP07_v1.0/17_STEP07_AUTHORITY_GRAPH_v1.0.json,2,11630
/mnt/data/p1_v11_source_scan/src1/__nested__/0008/00_PREVIOUS_STEP07-A_v1.0/00_INPUT_STEP07_v1.1.zip,src1/__nested__/0008/__nested__/0009/00_PREVIOUS_STEP07_v1.0/18_STEP07_OUTPUT_MANIFEST_SHA256_v1.0.csv,2,2332
/mnt/data/p1_v11_source_scan/src1/__nested__/0008/00_PREVIOUS_STEP07-A_v1.0/00_INPUT_STEP07_v1.1.zip,src1/__nested__/0008/__nested__/0009/00_PREVIOUS_STEP07_v1.0/README_STEP07_FULL_VERSION_v1.0.md,2,1240
/mnt/data/p1_v11_source_scan/src1/__nested__/0008/00_PREVIOUS_STEP07-A_v1.0/00_INPUT_STEP07_v1.1.zip,src1/__nested__/0008/__nested__/0009/00_STEP07_FULL_REPORT_v1.1.md,2,5648
/mnt/data/p1_v11_source_scan/src1/__nested__/0008/00_PREVIOUS_STEP07-A_v1.0/00_INPUT_STEP07_v1.1.zip,src1/__nested__/0008/__nested__/0009/01_STEP07_v1.1_INPUT_IDENTITY_SHA256.csv,2,772
/mnt/data/p1_v11_source_scan/src1/__nested__/0008/00_PREVIOUS_STEP07-A_v1.0/00_INPUT_STEP07_v1.1.zip,src1/__nested__/0008/__nested__/0009/02_STEP07_v1.1_STEP_SYNC_CORE_RAR_MEMBER_INVENTORY.csv,2,512
/mnt/data/p1_v11_source_scan/src1/__nested__/0008/00_PREVIOUS_STEP07-A_v1.0/00_INPUT_STEP07_v1.1.zip,src1/__nested__/0008/__nested__/0009/03_STEP07_v1.1_RECURSIVE_SOURCE_ARTIFACT_INVENTORY_2374.csv,2,736030
/mnt/data/p1_v11_source_scan/src1/__nested__/0008/00_PREVIOUS_STEP07-A_v1.0/00_INPUT_STEP07_v1.1.zip,src1/__nested__/0008/__nested__/0009/04_STEP07_v1.1_PRE00_COMPLETE_ARTIFACT_COVERAGE_18.csv,2,4527
/mnt/data/p1_v11_source_scan/src1/__nested__/0008/00_PREVIOUS_STEP07-A_v1.0/00_INPUT_STEP07_v1.1.zip,src1/__nested__/0008/__nested__/0009/05_STEP07_v1.1_CORE_V1.3_FROZEN_ARTIFACT_COVERAGE_76.csv,2,21321
/mnt/data/p1_v11_source_scan/src1/__nested__/0008/00_PREVIOUS_STEP07-A_v1.0/00_INPUT_STEP07_v1.1.zip,src1/__nested__/0008/__nested__/0009/06_STEP07_v1.1_M01-M15_AUTHORITY_REGISTER_15_PRESERVED.csv,2,4086
/mnt/data/p1_v11_source_scan/src1/__nested__/0008/00_PREVIOUS_STEP07-A_v1.0/00_INPUT_STEP07_v1.1.zip,src1/__nested__/0008/__nested__/0009/07_STEP07_v1.1_FINDING_AUTHORITY_RECONCILIATION_223_PRESERVED.csv,2,88978
/mnt/data/p1_v11_source_scan/src1/__nested__/0008/00_PREVIOUS_STEP07-A_v1.0/00_INPUT_STEP07_v1.1.zip,src1/__nested__/0008/__nested__/0009/08_STEP07_v1.1_COMPLETE_INTEGRATION_COVERAGE_LEDGER_54.csv,2,8120
/mnt/data/p1_v11_source_scan/src1/__nested__/0008/00_PREVIOUS_STEP07-A_v1.0/00_INPUT_STEP07_v1.1.zip,src1/__nested__/0008/__nested__/0009/09_STEP07_v1.1_ORPHAN_CONTROL_REGISTER.csv,2,9714
/mnt/data/p1_v11_source_scan/src1/__nested__/0008/00_PREVIOUS_STEP07-A_v1.0/00_INPUT_STEP07_v1.1.zip,src1/__nested__/0008/__nested__/0009/10_STEP07_v1.1_CROSS_MODULE_BOUNDARY_REGISTER_15_PRESERVED.csv,2,3314
/mnt/data/p1_v11_source_scan/src1/__nested__/0008/00_PREVIOUS_STEP07-A_v1.0/00_INPUT_STEP07_v1.1.zip,src1/__nested__/0008/__nested__/0009/11_STEP07_v1.1_CORE_AUTHORITY_RECONCILIATION_76_PRESERVED.csv,2,52088
/mnt/data/p1_v11_source_scan/src1/__nested__/0008/00_PREVIOUS_STEP07-A_v1.0/00_INPUT_STEP07_v1.1.zip,src1/__nested__/0008/__nested__/0009/12_STEP07_v1.1_AUTHORITY_RELATIONSHIP_REGISTER_PHYSICAL_COUNT_CORRECTED.csv,2,6404
/mnt/data/p1_v11_source_scan/src1/__nested__/0008/00_PREVIOUS_STEP07-A_v1.0/00_INPUT_STEP07_v1.1.zip,src1/__nested__/0008/__nested__/0009/13_STEP07_v1.1_CORRECTION_AND_HARDENING_REGISTER.csv,2,1188
/mnt/data/p1_v11_source_scan/src1/__nested__/0008/00_PREVIOUS_STEP07-A_v1.0/00_INPUT_STEP07_v1.1.zip,src1/__nested__/0008/__nested__/0009/14_STEP07_v1.1_DEEP_SCAN_COVERAGE_SUMMARY.csv,2,922
/mnt/data/p1_v11_source_scan/src1/__nested__/0008/00_PREVIOUS_STEP07-A_v1.0/00_INPUT_STEP07_v1.1.zip,src1/__nested__/0008/__nested__/0009/15_STEP07_v1.1_MODULE_COVERAGE_CONTROL_SUMMARY.csv,2,293
/mnt/data/p1_v11_source_scan/src1/__nested__/0008/00_PREVIOUS_STEP07-A_v1.0/00_INPUT_STEP07_v1.1.zip,src1/__nested__/0008/__nested__/0009/16_STEP07_v1.1_AUTHORITY_GRAPH_PRESERVED.json,2,11630
/mnt/data/p1_v11_source_scan/src1/__nested__/0008/00_PREVIOUS_STEP07-A_v1.0/00_INPUT_STEP07_v1.1.zip,src1/__nested__/0008/__nested__/0009/17_STEP07_v1.1_FINAL_GATE_CHECKLIST.csv,2,1374
/mnt/data/p1_v11_source_scan/src1/__nested__/0008/00_PREVIOUS_STEP07-A_v1.0/00_INPUT_STEP07_v1.1.zip,src1/__nested__/0008/__nested__/0009/18_STEP07_v1.1_OUTPUT_MANIFEST_SHA256.csv,2,5252
/mnt/data/p1_v11_source_scan/src1/__nested__/0008/00_PREVIOUS_STEP07-A_v1.0/00_INPUT_STEP07_v1.1.zip,src1/__nested__/0008/__nested__/0009/README_STEP07_FULL_VERSION_v1.1.md,2,666
/mnt/data/p1_v11_source_scan/src1/STEP SYNC CORE/RUMAHAGEN_STEP07-A_DOCUMENT_COVERAGE_AND_DEPENDENCY_SYNCHRONIZATION_MATRIX_FULL_v1.1.zip,src1/__nested__/0008/00_PREVIOUS_STEP07-A_v1.0/00_STEP07-A_FULL_REPORT_v1.0.md,1,2213
/mnt/data/p1_v11_source_scan/src1/STEP SYNC CORE/RUMAHAGEN_STEP07-A_DOCUMENT_COVERAGE_AND_DEPENDENCY_SYNCHRONIZATION_MATRIX_FULL_v1.1.zip,src1/__nested__/0008/00_PREVIOUS_STEP07-A_v1.0/04_STEP07-A_ORPHAN_TARGET_AUDIT.csv,1,259
/mnt/data/p1_v11_source_scan/src1/STEP SYNC CORE/RUMAHAGEN_STEP07-A_DOCUMENT_COVERAGE_AND_DEPENDENCY_SYNCHRONIZATION_MATRIX_FULL_v1.1.zip,src1/__nested__/0008/00_PREVIOUS_STEP07-A_v1.0/03_STEP07-A_MODULE_COVERAGE_SUMMARY.csv,1,1013
/mnt/data/p1_v11_source_scan/src1/STEP SYNC CORE/RUMAHAGEN_STEP07-A_DOCUMENT_COVERAGE_AND_DEPENDENCY_SYNCHRONIZATION_MATRIX_FULL_v1.1.zip,src1/__nested__/0008/00_PREVIOUS_STEP07-A_v1.0/06_STEP07-A_FINAL_GATE_CHECKLIST.csv,1,970
/mnt/data/p1_v11_source_scan/src1/STEP SYNC CORE/RUMAHAGEN_STEP07-A_DOCUMENT_COVERAGE_AND_DEPENDENCY_SYNCHRONIZATION_MATRIX_FULL_v1.1.zip,src1/__nested__/0008/00_PREVIOUS_STEP07-A_v1.0/07_STEP07-A_OUTPUT_MANIFEST_SHA256.csv,1,998
/mnt/data/STEP SYNC CORE(20260907-081753).zip,src1/STEP SYNC CORE/RUMAHAGEN_STEP07_CROSS_MODULE_AUTHORITY_AND_COMPLETE_INTEGRATION_COVERAGE_FULL_v1.1.zip,0,194931
/mnt/data/p1_v11_source_scan/src1/STEP SYNC CORE/RUMAHAGEN_STEP07_CROSS_MODULE_AUTHORITY_AND_COMPLETE_INTEGRATION_COVERAGE_FULL_v1.1.zip,src1/__nested__/0010/00_PREVIOUS_STEP07_v1.0/00_STEP07_FULL_REPORT_v1.0.md,1,10364
/mnt/data/p1_v11_source_scan/src1/STEP SYNC CORE/RUMAHAGEN_STEP07_CROSS_MODULE_AUTHORITY_AND_COMPLETE_INTEGRATION_COVERAGE_FULL_v1.1.zip,src1/__nested__/0010/00_PREVIOUS_STEP07_v1.0/01_STEP07_INPUT_DEEP_SCAN_MANIFEST_v1.0.csv,1,1360
/mnt/data/p1_v11_source_scan/src1/STEP SYNC CORE/RUMAHAGEN_STEP07_CROSS_MODULE_AUTHORITY_AND_COMPLETE_INTEGRATION_COVERAGE_FULL_v1.1.zip,src1/__nested__/0010/00_PREVIOUS_STEP07_v1.0/02_STEP07_UPSTREAM_PACKAGE_IDENTITY_v1.0.csv,1,852
/mnt/data/p1_v11_source_scan/src1/STEP SYNC CORE/RUMAHAGEN_STEP07_CROSS_MODULE_AUTHORITY_AND_COMPLETE_INTEGRATION_COVERAGE_FULL_v1.1.zip,src1/__nested__/0010/00_PREVIOUS_STEP07_v1.0/03_STEP07_STEP_SYNC_CORE_CURRENT_EMBEDDED_INVENTORY_v1.0.csv,1,1054
/mnt/data/p1_v11_source_scan/src1/STEP SYNC CORE/RUMAHAGEN_STEP07_CROSS_MODULE_AUTHORITY_AND_COMPLETE_INTEGRATION_COVERAGE_FULL_v1.1.zip,src1/__nested__/0010/00_PREVIOUS_STEP07_v1.0/04_STEP07_CORE_BASELINE_IDENTITY_COMPARE_v1.0.csv,1,483
/mnt/data/p1_v11_source_scan/src1/STEP SYNC CORE/RUMAHAGEN_STEP07_CROSS_MODULE_AUTHORITY_AND_COMPLETE_INTEGRATION_COVERAGE_FULL_v1.1.zip,src1/__nested__/0010/00_PREVIOUS_STEP07_v1.0/05_STEP07_CURRENT_M01-M15_AUTHORITY_REGISTER_15_v1.0.csv,1,4086
/mnt/data/p1_v11_source_scan/src1/STEP SYNC CORE/RUMAHAGEN_STEP07_CROSS_MODULE_AUTHORITY_AND_COMPLETE_INTEGRATION_COVERAGE_FULL_v1.1.zip,src1/__nested__/0010/00_PREVIOUS_STEP07_v1.0/06_STEP07_DEPENDENCY_MATRIX_73_NON_AUTHORITY_EDGES_v1.0.csv,1,19144
/mnt/data/p1_v11_source_scan/src1/STEP SYNC CORE/RUMAHAGEN_STEP07_CROSS_MODULE_AUTHORITY_AND_COMPLETE_INTEGRATION_COVERAGE_FULL_v1.1.zip,src1/__nested__/0010/00_PREVIOUS_STEP07_v1.0/07_STEP07_SEMANTIC_AUTHORITY_BOUNDARY_MATRIX_15_MODULES_v1.0.csv,1,2253
/mnt/data/p1_v11_source_scan/src1/STEP SYNC CORE/RUMAHAGEN_STEP07_CROSS_MODULE_AUTHORITY_AND_COMPLETE_INTEGRATION_COVERAGE_FULL_v1.1.zip,src1/__nested__/0010/00_PREVIOUS_STEP07_v1.0/08_STEP07_CROSS_MODULE_AUTHORITY_RELATIONSHIP_REGISTER_43_v1.0.csv,1,4928
