provenance_id,finding_id,module,step04_classification,core_artifact_id,core_artifact,core_section_heading,authority_owner,authority_source_artifact,merge_decision,semantic_delta_or_resolution,decision_basis,module_authority_artifact,dependency,source_chain,absorbed_or_retained,core_baseline_sha256,mxx_authority_source,step04_classification_locked,step05_resolution_required,merge_action_granular,duplicate_provenance_consolidated,core_detail_preserved,provenance_completeness_v1_1
STEP06-P-025,M02-CI-011,M02,RECONCILE,CAM11-0034,14_FUNCTIONAL/W4-02A.6.18_FUNCTIONAL_SPECIFICATION_CURRENT_FUNCTIONAL_IMPLEMENTATION_CONTRACT_v2.1.md,§6.1 FR-M01-001 — Agent registration,CORE FUNCTIONAL CONTRACT AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,APPLY_STEP05_RESOLUTION,KTP may be deferred; OTP VERIFIED → ACCOUNT ACTIVE; ISI NANTI → KTP DEFERRED/NOT_PROVIDED; no PENDING_REVIEW activation gate.,STEP05 FINAL v1.1 resolved M02-CI-011; exact reconciliation scope applied without global deletion/replacement.,WF03-03-02_M02_FULL_SEMANTIC_REBUILD_v1.1.md,M01/M03/M11/M12,Recon → STEP02/STEP01 authority/provenance → STEP03 Core mapping → STEP04 classification → STEP05 resolution where RECONCILE → STEP06 additive merge,ABSORBED,d7e9a7b5c761d51495e77f73824f903ca057e602c204c79284a2ae70c522072e,WF03-03-02_M02_FULL_SEMANTIC_REBUILD_v1.1.md,YES,YES,YES,YES,YES,PASS
STEP06-P-026,M02-CI-012,M02,PRESERVE,26_ENGINEERING_ALIGNMENT/W4-02A.6.30_ENGINEERING_ALIGNMENT_GUIDEBOOK_PLAYBOOK_v2.1.md,26_ENGINEERING_ALIGNMENT/W4-02A.6.30_ENGINEERING_ALIGNMENT_GUIDEBOOK_PLAYBOOK_v2.1.md,# RUMAHAGEN — W4-02A.6.30,CORE ENGINEERING ALIGNMENT AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,PRESERVE_EXISTING_CORE_DETAIL,M02 ↔ M01 identity boundary,STEP04 classification PRESERVE; no new semantic propagation required.,WF03-03-02_M02_FULL_SEMANTIC_REBUILD_v1.1.md,M01/M03/M11/M12,Recon → STEP02/STEP01 authority/provenance → STEP03 Core mapping → STEP04 classification → STEP05 resolution where RECONCILE → STEP06 additive merge,RETAINED,239e06d97698eb97c4e362b1b9ecf25f064fbe8e665e2f9e328d00e6d339a090,WF03-03-02_M02_FULL_SEMANTIC_REBUILD_v1.1.md,YES,NO,YES,YES,YES,PASS
STEP06-P-027,M02-CI-013,M02,PRESERVE,26_ENGINEERING_ALIGNMENT/W4-02A.6.30_ENGINEERING_ALIGNMENT_GUIDEBOOK_PLAYBOOK_v2.1.md,26_ENGINEERING_ALIGNMENT/W4-02A.6.30_ENGINEERING_ALIGNMENT_GUIDEBOOK_PLAYBOOK_v2.1.md,# RUMAHAGEN — W4-02A.6.30,CORE ENGINEERING ALIGNMENT AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,PRESERVE_EXISTING_CORE_DETAIL,M02 ↔ M03 Listing boundary,STEP04 classification PRESERVE; no new semantic propagation required.,WF03-03-02_M02_FULL_SEMANTIC_REBUILD_v1.1.md,M01/M03/M11/M12,Recon → STEP02/STEP01 authority/provenance → STEP03 Core mapping → STEP04 classification → STEP05 resolution where RECONCILE → STEP06 additive merge,RETAINED,239e06d97698eb97c4e362b1b9ecf25f064fbe8e665e2f9e328d00e6d339a090,WF03-03-02_M02_FULL_SEMANTIC_REBUILD_v1.1.md,YES,NO,YES,YES,YES,PASS
STEP06-P-028,M02-CI-014,M02,PRESERVE,26_ENGINEERING_ALIGNMENT/W4-02A.6.30_ENGINEERING_ALIGNMENT_GUIDEBOOK_PLAYBOOK_v2.1.md,26_ENGINEERING_ALIGNMENT/W4-02A.6.30_ENGINEERING_ALIGNMENT_GUIDEBOOK_PLAYBOOK_v2.1.md,# RUMAHAGEN — W4-02A.6.30,CORE ENGINEERING ALIGNMENT AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,PRESERVE_EXISTING_CORE_DETAIL,M02 ↔ M10 authorization boundary,STEP04 classification PRESERVE; no new semantic propagation required.,WF03-03-02_M02_FULL_SEMANTIC_REBUILD_v1.1.md,M01/M03/M11/M12,Recon → STEP02/STEP01 authority/provenance → STEP03 Core mapping → STEP04 classification → STEP05 resolution where RECONCILE → STEP06 additive merge,RETAINED,239e06d97698eb97c4e362b1b9ecf25f064fbe8e665e2f9e328d00e6d339a090,WF03-03-02_M02_FULL_SEMANTIC_REBUILD_v1.1.md,YES,NO,YES,YES,YES,PASS
STEP06-P-029,M02-CI-015,M02,PRESERVE,CAM11-0046,23_M01_M07/W4-02A.6.27_FOCUSED_EXECUTION_PACK_M01-M07_v2.1_EXTRACTED/RUMAHAGEN_W4-02A.6.27_FOCUSED_EXECUTION_PACK_M01-M07_v2.1/M02_PHYSICAL_EXECUTION_SPEC_v2.1.md,## 19. Controlled residuals,M01–M07 EXECUTION CONTEXT; MODULE AUTHORITIES REMAIN SEMANTIC AUTHORITY,M01–M07 CURRENT AUTHORITY ARTIFACT SET,PRESERVE_EXISTING_CORE_DETAIL,Physical/runtime separation,STEP04 classification PRESERVE; no new semantic propagation required.,WF03-03-02_M02_FULL_SEMANTIC_REBUILD_v1.1.md,M01/M03/M11/M12,Recon → STEP02/STEP01 authority/provenance → STEP03 Core mapping → STEP04 classification → STEP05 resolution where RECONCILE → STEP06 additive merge,RETAINED,062a76a24169a2115713a3db29c2b992fffab6482814c891285939c6c3cc9826,WF03-03-02_M02_FULL_SEMANTIC_REBUILD_v1.1.md,YES,NO,YES,YES,YES,PASS
STEP06-P-030,M02-CI-016,M02,CONTROLLED,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,"# developer-projects, calculator (dbr), notifications, rbac, seo",CORE ARCHITECTURE,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,DOWNSTREAM_CONTROL_ONLY,M02 physical/runtime status,STEP04 classification CONTROLLED; physical/API/RLS/runtime work remains downstream and cannot become semantic proof.,WF03-03-02_M02_FULL_SEMANTIC_REBUILD_v1.1.md,M01/M03/M11/M12,Recon → STEP02/STEP01 authority/provenance → STEP03 Core mapping → STEP04 classification → STEP05 resolution where RECONCILE → STEP06 additive merge,RETAINED_DOWNSTREAM,c1aa07968bb5bdfc9f9600dc48da804f65574f49da672282237ec90c4cc94884,WF03-03-02_M02_FULL_SEMANTIC_REBUILD_v1.1.md,YES,NO,YES,YES,YES,PASS
STEP06-P-031,M02-CI-017,M02,NO-PROPAGATION,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,"# developer-projects, calculator (dbr), notifications, rbac, seo",CORE ARCHITECTURE,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,NO_PROPAGATION,Outcome upstream authority,STEP04 classification NO-PROPAGATION; finding retained for provenance but excluded from Core semantic merge.,WF03-03-02_M02_FULL_SEMANTIC_REBUILD_v1.1.md,M01/M03/M11/M12,Recon → STEP02/STEP01 authority/provenance → STEP03 Core mapping → STEP04 classification → STEP05 resolution where RECONCILE → STEP06 additive merge,RETAINED_NO_PROPAGATION,c1aa07968bb5bdfc9f9600dc48da804f65574f49da672282237ec90c4cc94884,WF03-03-02_M02_FULL_SEMANTIC_REBUILD_v1.1.md,YES,NO,YES,YES,YES,PASS
STEP06-P-032,M03-CI-001,M03,RECONCILE,20_MODULE_PLANNING/W4-02A.6.24_REVISED_MODULE_PLANNING_CURRENT_MODULE_DELIVERY_PLANNING_v2.1.md,20_MODULE_PLANNING/W4-02A.6.24_REVISED_MODULE_PLANNING_CURRENT_MODULE_DELIVERY_PLANNING_v2.1.md,# RUMAHAGEN — REVISED MODULE PLANNING,CORE MODULE PLANNING AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,APPLY_STEP05_RESOLUTION,"Normal Listing publication = DRAFT → PUBLISH → PUBLISHED. No Admin approval gate. SUSPENDED is enforcement, not publication approval.",STEP05 FINAL v1.1 resolved M03-CI-001; exact reconciliation scope applied without global deletion/replacement.,RUMAHAGEN_WF03_M03_FULL_REBUILD_v1.3_QIR_INTEGRATED_CONTROLLED/00_M03_REBUILD_CONTROL_REPORT_v1.3.md,M06/M11/M14,Recon → STEP02/STEP01 authority/provenance → STEP03 Core mapping → STEP04 classification → STEP05 resolution where RECONCILE → STEP06 additive merge,ABSORBED,7373552ff7f43e2822f7819b2101ec0df7bc1acee60e8b92dc866f330203d7be,RUMAHAGEN_WF03_M03_FULL_REBUILD_v1.3_QIR_INTEGRATED_CONTROLLED.zip,YES,YES,YES,YES,YES,PASS
STEP06-P-033,M03-CI-002,M03,PRESERVE,20_MODULE_PLANNING/W4-02A.6.24_REVISED_MODULE_PLANNING_CURRENT_MODULE_DELIVERY_PLANNING_v2.1.md,20_MODULE_PLANNING/W4-02A.6.24_REVISED_MODULE_PLANNING_CURRENT_MODULE_DELIVERY_PLANNING_v2.1.md,# RUMAHAGEN — REVISED MODULE PLANNING,CORE MODULE PLANNING AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,PRESERVE_EXISTING_CORE_DETAIL,Suspension / violation enforcement,STEP04 classification PRESERVE; no new semantic propagation required.,RUMAHAGEN_WF03_M03_FULL_REBUILD_v1.3_QIR_INTEGRATED_CONTROLLED/00_M03_REBUILD_CONTROL_REPORT_v1.3.md,M06/M11/M14,Recon → STEP02/STEP01 authority/provenance → STEP03 Core mapping → STEP04 classification → STEP05 resolution where RECONCILE → STEP06 additive merge,RETAINED,7373552ff7f43e2822f7819b2101ec0df7bc1acee60e8b92dc866f330203d7be,RUMAHAGEN_WF03_M03_FULL_REBUILD_v1.3_QIR_INTEGRATED_CONTROLLED.zip,YES,NO,YES,YES,YES,PASS
STEP06-P-034,M03-CI-003,M03,PRESERVE,17_SEO_ANALYTICS/W4-02A.6.21_SEO_ANALYTICS_SPECIFICATION_DISCOVERY_MEASUREMENT_BASELINE_v2.1.md,17_SEO_ANALYTICS/W4-02A.6.21_SEO_ANALYTICS_SPECIFICATION_DISCOVERY_MEASUREMENT_BASELINE_v2.1.md,# RUMAHAGEN --- SEO / ANALYTICS SPECIFICATION,M11 PUBLIC DISCOVERY / SEO / MEASUREMENT AUTHORITY,RUMAHAGEN_WF03_M11_FULL_REBUILD_CONTROLLED_v2.0_FULL_VERSION/RUMAHAGEN_WF03_M11_FULL_REBUILD_CONTROLLED_v2.0_FULL_VERSION.md,PRESERVE_EXISTING_CORE_DETAIL,Sold/Rented search exclusion and profile count,STEP04 classification PRESERVE; no new semantic propagation required.,RUMAHAGEN_WF03_M03_FULL_REBUILD_v1.3_QIR_INTEGRATED_CONTROLLED/00_M03_REBUILD_CONTROL_REPORT_v1.3.md,M06/M11/M14,Recon → STEP02/STEP01 authority/provenance → STEP03 Core mapping → STEP04 classification → STEP05 resolution where RECONCILE → STEP06 additive merge,RETAINED,be0af1e745ac3d19a65abb90beff833941b1d1fb5a4fd1233c681a84023e75de,RUMAHAGEN_WF03_M03_FULL_REBUILD_v1.3_QIR_INTEGRATED_CONTROLLED.zip,YES,NO,YES,YES,YES,PASS
STEP06-P-035,M03-CI-004,M03,PRESERVE,20_MODULE_PLANNING/W4-02A.6.24_REVISED_MODULE_PLANNING_CURRENT_MODULE_DELIVERY_PLANNING_v2.1.md,20_MODULE_PLANNING/W4-02A.6.24_REVISED_MODULE_PLANNING_CURRENT_MODULE_DELIVERY_PLANNING_v2.1.md,# RUMAHAGEN — REVISED MODULE PLANNING,CORE MODULE PLANNING AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,PRESERVE_EXISTING_CORE_DETAIL,Owner-only Listing edit,STEP04 classification PRESERVE; no new semantic propagation required.,RUMAHAGEN_WF03_M03_FULL_REBUILD_v1.3_QIR_INTEGRATED_CONTROLLED/00_M03_REBUILD_CONTROL_REPORT_v1.3.md,M06/M11/M14,Recon → STEP02/STEP01 authority/provenance → STEP03 Core mapping → STEP04 classification → STEP05 resolution where RECONCILE → STEP06 additive merge,RETAINED,7373552ff7f43e2822f7819b2101ec0df7bc1acee60e8b92dc866f330203d7be,RUMAHAGEN_WF03_M03_FULL_REBUILD_v1.3_QIR_INTEGRATED_CONTROLLED.zip,YES,NO,YES,YES,YES,PASS
STEP06-P-036,M03-CI-005,M03,PRESERVE,17_SEO_ANALYTICS/W4-02A.6.21_SEO_ANALYTICS_SPECIFICATION_DISCOVERY_MEASUREMENT_BASELINE_v2.1.md,17_SEO_ANALYTICS/W4-02A.6.21_SEO_ANALYTICS_SPECIFICATION_DISCOVERY_MEASUREMENT_BASELINE_v2.1.md,# RUMAHAGEN --- SEO / ANALYTICS SPECIFICATION,M11 PUBLIC DISCOVERY / SEO / MEASUREMENT AUTHORITY,RUMAHAGEN_WF03_M11_FULL_REBUILD_CONTROLLED_v2.0_FULL_VERSION/RUMAHAGEN_WF03_M11_FULL_REBUILD_CONTROLLED_v2.0_FULL_VERSION.md,PRESERVE_EXISTING_CORE_DETAIL,Four-field post-publish locks,STEP04 classification PRESERVE; no new semantic propagation required.,RUMAHAGEN_WF03_M03_FULL_REBUILD_v1.3_QIR_INTEGRATED_CONTROLLED/00_M03_REBUILD_CONTROL_REPORT_v1.3.md,M06/M11/M14,Recon → STEP02/STEP01 authority/provenance → STEP03 Core mapping → STEP04 classification → STEP05 resolution where RECONCILE → STEP06 additive merge,RETAINED,be0af1e745ac3d19a65abb90beff833941b1d1fb5a4fd1233c681a84023e75de,RUMAHAGEN_WF03_M03_FULL_REBUILD_v1.3_QIR_INTEGRATED_CONTROLLED.zip,YES,NO,YES,YES,YES,PASS
STEP06-P-037,M03-CI-006,M03,ADD-NEW,27_AI_BLUEPRINT/W4-02A.6.31_AI_DEVELOPMENT_BLUEPRINT_v2.1.md,27_AI_BLUEPRINT/W4-02A.6.31_AI_DEVELOPMENT_BLUEPRINT_v2.1.md,# RUMAHAGEN — W4-02A.6.31,CORE AI DEVELOPMENT BLUEPRINT AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,ABSORB_NEW_CAPABILITY,Refresh daily quota default 5,STEP04 classification ADD-NEW; legitimate capability absent from mapped Core target.,RUMAHAGEN_WF03_M03_FULL_REBUILD_v1.3_QIR_INTEGRATED_CONTROLLED/00_M03_REBUILD_CONTROL_REPORT_v1.3.md,M06/M11/M14,Recon → STEP02/STEP01 authority/provenance → STEP03 Core mapping → STEP04 classification → STEP05 resolution where RECONCILE → STEP06 additive merge,ABSORBED,504a5738b3a832159850b0c1035e95f02b509a773a52fb01b722948e01ab09c2,RUMAHAGEN_WF03_M03_FULL_REBUILD_v1.3_QIR_INTEGRATED_CONTROLLED.zip,YES,NO,YES,YES,YES,PASS
STEP06-P-038,M03-CI-007,M03,PRESERVE,26_ENGINEERING_ALIGNMENT/W4-02A.6.30_ENGINEERING_ALIGNMENT_GUIDEBOOK_PLAYBOOK_v2.1.md,26_ENGINEERING_ALIGNMENT/W4-02A.6.30_ENGINEERING_ALIGNMENT_GUIDEBOOK_PLAYBOOK_v2.1.md,# RUMAHAGEN — W4-02A.6.30,CORE ENGINEERING ALIGNMENT AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,PRESERVE_EXISTING_CORE_DETAIL,Refresh Superadmin configuration,STEP04 classification PRESERVE; no new semantic propagation required.,RUMAHAGEN_WF03_M03_FULL_REBUILD_v1.3_QIR_INTEGRATED_CONTROLLED/00_M03_REBUILD_CONTROL_REPORT_v1.3.md,M06/M11/M14,Recon → STEP02/STEP01 authority/provenance → STEP03 Core mapping → STEP04 classification → STEP05 resolution where RECONCILE → STEP06 additive merge,RETAINED,239e06d97698eb97c4e362b1b9ecf25f064fbe8e665e2f9e328d00e6d339a090,RUMAHAGEN_WF03_M03_FULL_REBUILD_v1.3_QIR_INTEGRATED_CONTROLLED.zip,YES,NO,YES,YES,YES,PASS
STEP06-P-039,M03-CI-008,M03,PRESERVE,26_ENGINEERING_ALIGNMENT/W4-02A.6.30_ENGINEERING_ALIGNMENT_GUIDEBOOK_PLAYBOOK_v2.1.md,26_ENGINEERING_ALIGNMENT/W4-02A.6.30_ENGINEERING_ALIGNMENT_GUIDEBOOK_PLAYBOOK_v2.1.md,# RUMAHAGEN — W4-02A.6.30,CORE ENGINEERING ALIGNMENT AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,PRESERVE_EXISTING_CORE_DETAIL,Refresh no carry-forward,STEP04 classification PRESERVE; no new semantic propagation required.,RUMAHAGEN_WF03_M03_FULL_REBUILD_v1.3_QIR_INTEGRATED_CONTROLLED/00_M03_REBUILD_CONTROL_REPORT_v1.3.md,M06/M11/M14,Recon → STEP02/STEP01 authority/provenance → STEP03 Core mapping → STEP04 classification → STEP05 resolution where RECONCILE → STEP06 additive merge,RETAINED,239e06d97698eb97c4e362b1b9ecf25f064fbe8e665e2f9e328d00e6d339a090,RUMAHAGEN_WF03_M03_FULL_REBUILD_v1.3_QIR_INTEGRATED_CONTROLLED.zip,YES,NO,YES,YES,YES,PASS
STEP06-P-040,M03-CI-009,M03,ADD-NEW,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,"# developer-projects, calculator (dbr), notifications, rbac, seo",CORE ARCHITECTURE,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,ABSORB_NEW_CAPABILITY,Refresh Asia/Jakarta reset,STEP04 classification ADD-NEW; legitimate capability absent from mapped Core target.,RUMAHAGEN_WF03_M03_FULL_REBUILD_v1.3_QIR_INTEGRATED_CONTROLLED/00_M03_REBUILD_CONTROL_REPORT_v1.3.md,M06/M11/M14,Recon → STEP02/STEP01 authority/provenance → STEP03 Core mapping → STEP04 classification → STEP05 resolution where RECONCILE → STEP06 additive merge,ABSORBED,c1aa07968bb5bdfc9f9600dc48da804f65574f49da672282237ec90c4cc94884,RUMAHAGEN_WF03_M03_FULL_REBUILD_v1.3_QIR_INTEGRATED_CONTROLLED.zip,YES,NO,YES,YES,YES,PASS
STEP06-P-041,M03-CI-010,M03,ADD-NEW,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,"# developer-projects, calculator (dbr), notifications, rbac, seo",CORE ARCHITECTURE,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,ABSORB_NEW_CAPABILITY,One successful Refresh per Listing/day,STEP04 classification ADD-NEW; legitimate capability absent from mapped Core target.,RUMAHAGEN_WF03_M03_FULL_REBUILD_v1.3_QIR_INTEGRATED_CONTROLLED/00_M03_REBUILD_CONTROL_REPORT_v1.3.md,M06/M11/M14,Recon → STEP02/STEP01 authority/provenance → STEP03 Core mapping → STEP04 classification → STEP05 resolution where RECONCILE → STEP06 additive merge,ABSORBED,c1aa07968bb5bdfc9f9600dc48da804f65574f49da672282237ec90c4cc94884,RUMAHAGEN_WF03_M03_FULL_REBUILD_v1.3_QIR_INTEGRATED_CONTROLLED.zip,YES,NO,YES,YES,YES,PASS
STEP06-P-042,M03-CI-011,M03,ADD-NEW,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,"# developer-projects, calculator (dbr), notifications, rbac, seo",CORE ARCHITECTURE,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,ABSORB_NEW_CAPABILITY,District-local Refresh repositioning,STEP04 classification ADD-NEW; legitimate capability absent from mapped Core target.,RUMAHAGEN_WF03_M03_FULL_REBUILD_v1.3_QIR_INTEGRATED_CONTROLLED/00_M03_REBUILD_CONTROL_REPORT_v1.3.md,M06/M11/M14,Recon → STEP02/STEP01 authority/provenance → STEP03 Core mapping → STEP04 classification → STEP05 resolution where RECONCILE → STEP06 additive merge,ABSORBED,c1aa07968bb5bdfc9f9600dc48da804f65574f49da672282237ec90c4cc94884,RUMAHAGEN_WF03_M03_FULL_REBUILD_v1.3_QIR_INTEGRATED_CONTROLLED.zip,YES,NO,YES,YES,YES,PASS
STEP06-P-043,M03-CI-012,M03,ADD-NEW,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,"# developer-projects, calculator (dbr), notifications, rbac, seo",CORE ARCHITECTURE,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,ABSORB_NEW_CAPABILITY,Refresh tie-break first recorded,STEP04 classification ADD-NEW; legitimate capability absent from mapped Core target.,RUMAHAGEN_WF03_M03_FULL_REBUILD_v1.3_QIR_INTEGRATED_CONTROLLED/00_M03_REBUILD_CONTROL_REPORT_v1.3.md,M06/M11/M14,Recon → STEP02/STEP01 authority/provenance → STEP03 Core mapping → STEP04 classification → STEP05 resolution where RECONCILE → STEP06 additive merge,ABSORBED,c1aa07968bb5bdfc9f9600dc48da804f65574f49da672282237ec90c4cc94884,RUMAHAGEN_WF03_M03_FULL_REBUILD_v1.3_QIR_INTEGRATED_CONTROLLED.zip,YES,NO,YES,YES,YES,PASS
STEP06-P-044,M03-CI-013,M03,PRESERVE,19_IMPLEMENTATION_STRATEGY/W4-02A.6.23_MODULE_IMPLEMENTATION_STRATEGY_INTEGRATED_IMPLEMENTATION_SEQUENCING_v2.1.md,19_IMPLEMENTATION_STRATEGY/W4-02A.6.23_MODULE_IMPLEMENTATION_STRATEGY_INTEGRATED_IMPLEMENTATION_SEQUENCING_v2.1.md,# RUMAHAGEN — MODULE IMPLEMENTATION STRATEGY,CORE IMPLEMENTATION STRATEGY AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,PRESERVE_EXISTING_CORE_DETAIL,Refresh server-authoritative timestamp,STEP04 classification PRESERVE; no new semantic propagation required.,RUMAHAGEN_WF03_M03_FULL_REBUILD_v1.3_QIR_INTEGRATED_CONTROLLED/00_M03_REBUILD_CONTROL_REPORT_v1.3.md,M06/M11/M14,Recon → STEP02/STEP01 authority/provenance → STEP03 Core mapping → STEP04 classification → STEP05 resolution where RECONCILE → STEP06 additive merge,RETAINED,051aa36f9444153d1d56df6d960bd80d91922f3c1f84c02d636dc111dd20d47f,RUMAHAGEN_WF03_M03_FULL_REBUILD_v1.3_QIR_INTEGRATED_CONTROLLED.zip,YES,NO,YES,YES,YES,PASS
STEP06-P-045,M03-CI-014,M03,ADD-NEW,27_AI_BLUEPRINT/W4-02A.6.31_AI_DEVELOPMENT_BLUEPRINT_v2.1.md,27_AI_BLUEPRINT/W4-02A.6.31_AI_DEVELOPMENT_BLUEPRINT_v2.1.md,# RUMAHAGEN — W4-02A.6.31,CORE AI DEVELOPMENT BLUEPRINT AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,ABSORB_NEW_CAPABILITY,Media derivative thumbnails,STEP04 classification ADD-NEW; legitimate capability absent from mapped Core target.,RUMAHAGEN_WF03_M03_FULL_REBUILD_v1.3_QIR_INTEGRATED_CONTROLLED/00_M03_REBUILD_CONTROL_REPORT_v1.3.md,M06/M11/M14,Recon → STEP02/STEP01 authority/provenance → STEP03 Core mapping → STEP04 classification → STEP05 resolution where RECONCILE → STEP06 additive merge,ABSORBED,504a5738b3a832159850b0c1035e95f02b509a773a52fb01b722948e01ab09c2,RUMAHAGEN_WF03_M03_FULL_REBUILD_v1.3_QIR_INTEGRATED_CONTROLLED.zip,YES,NO,YES,YES,YES,PASS
STEP06-P-046,M03-CI-015,M03,ADD-NEW,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,"# developer-projects, calculator (dbr), notifications, rbac, seo",CORE ARCHITECTURE,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,ABSORB_NEW_CAPABILITY,Media no stretching,STEP04 classification ADD-NEW; legitimate capability absent from mapped Core target.,RUMAHAGEN_WF03_M03_FULL_REBUILD_v1.3_QIR_INTEGRATED_CONTROLLED/00_M03_REBUILD_CONTROL_REPORT_v1.3.md,M06/M11/M14,Recon → STEP02/STEP01 authority/provenance → STEP03 Core mapping → STEP04 classification → STEP05 resolution where RECONCILE → STEP06 additive merge,ABSORBED,c1aa07968bb5bdfc9f9600dc48da804f65574f49da672282237ec90c4cc94884,RUMAHAGEN_WF03_M03_FULL_REBUILD_v1.3_QIR_INTEGRATED_CONTROLLED.zip,YES,NO,YES,YES,YES,PASS
