relationship_id,module,module_authority_artifact,module_authority_scope,core_artifact_id,core_artifact,core_layer,core_section_heading,core_evidence_line,core_evidence_excerpt,authority_owner,authority_source_artifact,authority_basis,relationship_type,relationship_basis,relationship_evidence,dependency_guardrail,explicit_module_dependency_evidence_rows,dependency_statement,step04_sync_target,step04_classification,status
SR-0026,M01,WF03-03-01_M01_FULL_SEMANTIC_REBUILD_v1.1.md,FULL semantic rebuild; current M01 identity/authentication authority,CAM11-0005,00_CONTROL/W4-02A.6.0_CORE_ARTIFACT_INVENTORY_AND_ORDERING_LOCK_v1.1_BASE_TRACK_37_STEPS.docx,00_CONTROL,NO_HEADING_DETECTED,1,RUMAHAGEN — W4-02A.6.0,CORE CONTROL / GOVERNANCE,00_CONTROL/W4-02A.7_FINAL_DOCUMENT_FREEZE_AUTHORITY_VERIFICATION_v1.0.md,Freeze/control authority and source-pack control records,CONTROL,Core control/governance artifact explicitly identifies module relevance in controlled Core mapping.,"STEP01 current-authority freeze scope + module authoritative artifact + Core artifact section/evidence anchor; relationship is established from controlled semantic scope, not filename/keyword matching.",M02/M10/M12/M14/M15 as governed dependencies,16,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,STEP04 → 00_CONTROL synchronization target,DEFERRED TO STEP 04 — NO CLASSIFICATION PERFORMED,MAPPED — EVIDENCE-CHAINED — NO MERGE
SR-0027,M03,RUMAHAGEN_WF03_M03_FULL_REBUILD_v1.3_QIR_INTEGRATED_CONTROLLED/00_M03_REBUILD_CONTROL_REPORT_v1.3.md,FULL deep-scan rebuild; M03 Listing/Refresh action authority,CAM11-0005,00_CONTROL/W4-02A.6.0_CORE_ARTIFACT_INVENTORY_AND_ORDERING_LOCK_v1.1_BASE_TRACK_37_STEPS.docx,00_CONTROL,NO_HEADING_DETECTED,1,RUMAHAGEN — W4-02A.6.0,CORE CONTROL / GOVERNANCE,00_CONTROL/W4-02A.7_FINAL_DOCUMENT_FREEZE_AUTHORITY_VERIFICATION_v1.0.md,Freeze/control authority and source-pack control records,CONTROL,Core control/governance artifact explicitly identifies module relevance in controlled Core mapping.,"STEP01 current-authority freeze scope + module authoritative artifact + Core artifact section/evidence anchor; relationship is established from controlled semantic scope, not filename/keyword matching.",M06/M11/M14,12,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,STEP04 → 00_CONTROL synchronization target,DEFERRED TO STEP 04 — NO CLASSIFICATION PERFORMED,MAPPED — EVIDENCE-CHAINED — NO MERGE
SR-0028,M05,RUMAHAGEN_WF03_M05_FULL_REBUILD_CONTROLLED_v1.3_FULL_VERSION/18_M05_FULL_REBUILD_CONTROLLED_v1.3.docx,FULL QIR-corrected Event/Calendar/Registration authority,CAM11-0005,00_CONTROL/W4-02A.6.0_CORE_ARTIFACT_INVENTORY_AND_ORDERING_LOCK_v1.1_BASE_TRACK_37_STEPS.docx,00_CONTROL,NO_HEADING_DETECTED,1,RUMAHAGEN — W4-02A.6.0,CORE CONTROL / GOVERNANCE,00_CONTROL/W4-02A.7_FINAL_DOCUMENT_FREEZE_AUTHORITY_VERIFICATION_v1.0.md,Freeze/control authority and source-pack control records,CONTROL,Core control/governance artifact explicitly identifies module relevance in controlled Core mapping.,"STEP01 current-authority freeze scope + module authoritative artifact + Core artifact section/evidence anchor; relationship is established from controlled semantic scope, not filename/keyword matching.",M04/M11,10,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,STEP04 → 00_CONTROL synchronization target,DEFERRED TO STEP 04 — NO CLASSIFICATION PERFORMED,MAPPED — EVIDENCE-CHAINED — NO MERGE
SR-0029,M07,RUMAHAGEN_WF03_M07_FULL_REBUILD_CONTROLLED_v1.1_FULL_VERSION/00_M07_FULL_REBUILD_CONTROLLED_v1.1.md,FULL corrected DBR authority,CAM11-0005,00_CONTROL/W4-02A.6.0_CORE_ARTIFACT_INVENTORY_AND_ORDERING_LOCK_v1.1_BASE_TRACK_37_STEPS.docx,00_CONTROL,NO_HEADING_DETECTED,1,RUMAHAGEN — W4-02A.6.0,CORE CONTROL / GOVERNANCE,00_CONTROL/W4-02A.7_FINAL_DOCUMENT_FREEZE_AUTHORITY_VERIFICATION_v1.0.md,Freeze/control authority and source-pack control records,CONTROL,Core control/governance artifact explicitly identifies module relevance in controlled Core mapping.,"STEP01 current-authority freeze scope + module authoritative artifact + Core artifact section/evidence anchor; relationship is established from controlled semantic scope, not filename/keyword matching.",M09/M10,12,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,STEP04 → 00_CONTROL synchronization target,DEFERRED TO STEP 04 — NO CLASSIFICATION PERFORMED,MAPPED — EVIDENCE-CHAINED — NO MERGE
SR-0030,M08,RUMAHAGEN_WF03_M08_FULL_REBUILD_CONTROLLED_v1.0/00_README_M08_CONTROLLED_v1.0.md,FULL controlled Dashboard/Notification projection authority,CAM11-0005,00_CONTROL/W4-02A.6.0_CORE_ARTIFACT_INVENTORY_AND_ORDERING_LOCK_v1.1_BASE_TRACK_37_STEPS.docx,00_CONTROL,NO_HEADING_DETECTED,1,RUMAHAGEN — W4-02A.6.0,CORE CONTROL / GOVERNANCE,00_CONTROL/W4-02A.7_FINAL_DOCUMENT_FREEZE_AUTHORITY_VERIFICATION_v1.0.md,Freeze/control authority and source-pack control records,CONTROL,Core control/governance artifact explicitly identifies module relevance in controlled Core mapping.,"STEP01 current-authority freeze scope + module authoritative artifact + Core artifact section/evidence anchor; relationship is established from controlled semantic scope, not filename/keyword matching.",M01-M15 upstream sources,13,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,STEP04 → 00_CONTROL synchronization target,DEFERRED TO STEP 04 — NO CLASSIFICATION PERFORMED,MAPPED — EVIDENCE-CHAINED — NO MERGE
SR-0031,M09,RUMAHAGEN_WF03_M09_FULL_REBUILD_CONTROLLED_v1.1_FULL_VERSION/README_M09_FULL_REBUILD_CONTROLLED_v1.1.md,FULL controlled Administration authority,CAM11-0005,00_CONTROL/W4-02A.6.0_CORE_ARTIFACT_INVENTORY_AND_ORDERING_LOCK_v1.1_BASE_TRACK_37_STEPS.docx,00_CONTROL,NO_HEADING_DETECTED,1,RUMAHAGEN — W4-02A.6.0,CORE CONTROL / GOVERNANCE,00_CONTROL/W4-02A.7_FINAL_DOCUMENT_FREEZE_AUTHORITY_VERIFICATION_v1.0.md,Freeze/control authority and source-pack control records,CONTROL,Core control/governance artifact explicitly identifies module relevance in controlled Core mapping.,"STEP01 current-authority freeze scope + module authoritative artifact + Core artifact section/evidence anchor; relationship is established from controlled semantic scope, not filename/keyword matching.",M10 and domain owners,16,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,STEP04 → 00_CONTROL synchronization target,DEFERRED TO STEP 04 — NO CLASSIFICATION PERFORMED,MAPPED — EVIDENCE-CHAINED — NO MERGE
SR-0032,M10,RUMAHAGEN_WF03_M10_FULL_REBUILD_CONTROLLED_v1.1_FULL_VERSION/RUMAHAGEN_WF03_M10_FULL_REBUILD_CONTROLLED_v1.1.md,FULL controlled Authorization/RBAC/Permission Preset authority,CAM11-0005,00_CONTROL/W4-02A.6.0_CORE_ARTIFACT_INVENTORY_AND_ORDERING_LOCK_v1.1_BASE_TRACK_37_STEPS.docx,00_CONTROL,NO_HEADING_DETECTED,1,RUMAHAGEN — W4-02A.6.0,CORE CONTROL / GOVERNANCE,00_CONTROL/W4-02A.7_FINAL_DOCUMENT_FREEZE_AUTHORITY_VERIFICATION_v1.0.md,Freeze/control authority and source-pack control records,CONTROL,Core control/governance artifact explicitly identifies module relevance in controlled Core mapping.,"STEP01 current-authority freeze scope + module authoritative artifact + Core artifact section/evidence anchor; relationship is established from controlled semantic scope, not filename/keyword matching.",All modules,16,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,STEP04 → 00_CONTROL synchronization target,DEFERRED TO STEP 04 — NO CLASSIFICATION PERFORMED,MAPPED — EVIDENCE-CHAINED — NO MERGE
SR-0033,M11,RUMAHAGEN_WF03_M11_FULL_REBUILD_CONTROLLED_v2.0_FULL_VERSION/RUMAHAGEN_WF03_M11_FULL_REBUILD_CONTROLLED_v2.0_FULL_VERSION.md,FULL controlled SEO/public discovery/measurement authority,CAM11-0005,00_CONTROL/W4-02A.6.0_CORE_ARTIFACT_INVENTORY_AND_ORDERING_LOCK_v1.1_BASE_TRACK_37_STEPS.docx,00_CONTROL,NO_HEADING_DETECTED,1,RUMAHAGEN — W4-02A.6.0,CORE CONTROL / GOVERNANCE,00_CONTROL/W4-02A.7_FINAL_DOCUMENT_FREEZE_AUTHORITY_VERIFICATION_v1.0.md,Freeze/control authority and source-pack control records,CONTROL,Core control/governance artifact explicitly identifies module relevance in controlled Core mapping.,"STEP01 current-authority freeze scope + module authoritative artifact + Core artifact section/evidence anchor; relationship is established from controlled semantic scope, not filename/keyword matching.",M02/M03/M05/M06/M09/M12/M14,15,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,STEP04 → 00_CONTROL synchronization target,DEFERRED TO STEP 04 — NO CLASSIFICATION PERFORMED,MAPPED — EVIDENCE-CHAINED — NO MERGE
SR-0034,M14,RUMAHAGEN_WF03_M14_FULL_REBUILD_v2.2_CORE_DETAIL_PARITY_FULL_VERSION/RUMAHAGEN_WF03_M14_FULL_REBUILD_v2.2_CORE_DETAIL_PARITY_FULL_VERSION.md,FULL current synchronized Commercial/Payment/Entitlement/Quota/Promotion/Reconciliation authority,CAM11-0005,00_CONTROL/W4-02A.6.0_CORE_ARTIFACT_INVENTORY_AND_ORDERING_LOCK_v1.1_BASE_TRACK_37_STEPS.docx,00_CONTROL,NO_HEADING_DETECTED,1,RUMAHAGEN — W4-02A.6.0,CORE CONTROL / GOVERNANCE,00_CONTROL/W4-02A.7_FINAL_DOCUMENT_FREEZE_AUTHORITY_VERIFICATION_v1.0.md,Freeze/control authority and source-pack control records,CONTROL,Core control/governance artifact explicitly identifies module relevance in controlled Core mapping.,"STEP01 current-authority freeze scope + module authoritative artifact + Core artifact section/evidence anchor; relationship is established from controlled semantic scope, not filename/keyword matching.",M03/M04/M06/M10/M11/M15,15,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,STEP04 → 00_CONTROL synchronization target,DEFERRED TO STEP 04 — NO CLASSIFICATION PERFORMED,MAPPED — EVIDENCE-CHAINED — NO MERGE
SR-0035,M15,RUMAHAGEN_WF03_M15_FULL_REBUILD_v1.1_CORE_DETAIL_SYNCHRONIZED_FULL_VERSION/RUMAHAGEN_WF03_M15_FULL_REBUILD_v1.1_CORE_DETAIL_SYNCHRONIZED_FULL_VERSION.md,FULL synchronized Title/Qualification/Awarding authority,CAM11-0005,00_CONTROL/W4-02A.6.0_CORE_ARTIFACT_INVENTORY_AND_ORDERING_LOCK_v1.1_BASE_TRACK_37_STEPS.docx,00_CONTROL,NO_HEADING_DETECTED,1,RUMAHAGEN — W4-02A.6.0,CORE CONTROL / GOVERNANCE,00_CONTROL/W4-02A.7_FINAL_DOCUMENT_FREEZE_AUTHORITY_VERIFICATION_v1.0.md,Freeze/control authority and source-pack control records,CONTROL,Core control/governance artifact explicitly identifies module relevance in controlled Core mapping.,"STEP01 current-authority freeze scope + module authoritative artifact + Core artifact section/evidence anchor; relationship is established from controlled semantic scope, not filename/keyword matching.",M04/M10/M14,16,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,STEP04 → 00_CONTROL synchronization target,DEFERRED TO STEP 04 — NO CLASSIFICATION PERFORMED,MAPPED — EVIDENCE-CHAINED — NO MERGE
SR-0036,M01,WF03-03-01_M01_FULL_SEMANTIC_REBUILD_v1.1.md,FULL semantic rebuild; current M01 identity/authentication authority,CAM11-0006,00_CONTROL/W4-02A.7_FINAL_DOCUMENT_FREEZE_AUTHORITY_VERIFICATION_v1.0.md,00_CONTROL,# RUMAHAGEN — W4-02A.7 FINAL DOCUMENT FREEZE / AUTHORITY VERIFICATION,3,**Version:** v1.0 FINAL,CORE CONTROL / GOVERNANCE,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,Governance decision authority establishes the freeze and control boundary verified by this control artifact.,CONTROL,Core control/governance artifact explicitly identifies module relevance in controlled Core mapping.,"STEP01 current-authority freeze scope + module authoritative artifact + Core artifact section/evidence anchor; relationship is established from controlled semantic scope, not filename/keyword matching.",M02/M10/M12/M14/M15 as governed dependencies,16,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,STEP04 → 00_CONTROL synchronization target,DEFERRED TO STEP 04 — NO CLASSIFICATION PERFORMED,MAPPED — EVIDENCE-CHAINED — NO MERGE
SR-0037,M06,RUMAHAGEN_WF03_M06_FULL_REBUILD_CONTROLLED_v1.5_FULL_VERSION/07_M06_FULL_REBUILD_CONTROLLED_v1.5.md,FULL controlled Developer/Project/Marketing Kit/Claim authority,CAM11-0006,00_CONTROL/W4-02A.7_FINAL_DOCUMENT_FREEZE_AUTHORITY_VERIFICATION_v1.0.md,00_CONTROL,# RUMAHAGEN — W4-02A.7 FINAL DOCUMENT FREEZE / AUTHORITY VERIFICATION,3,**Version:** v1.0 FINAL,CORE CONTROL / GOVERNANCE,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,Governance decision authority establishes the freeze and control boundary verified by this control artifact.,CONTROL,Core control/governance artifact explicitly identifies module relevance in controlled Core mapping.,"STEP01 current-authority freeze scope + module authoritative artifact + Core artifact section/evidence anchor; relationship is established from controlled semantic scope, not filename/keyword matching.",M03/M11/M14,12,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,STEP04 → 00_CONTROL synchronization target,DEFERRED TO STEP 04 — NO CLASSIFICATION PERFORMED,MAPPED — EVIDENCE-CHAINED — NO MERGE
SR-0038,M09,RUMAHAGEN_WF03_M09_FULL_REBUILD_CONTROLLED_v1.1_FULL_VERSION/README_M09_FULL_REBUILD_CONTROLLED_v1.1.md,FULL controlled Administration authority,CAM11-0006,00_CONTROL/W4-02A.7_FINAL_DOCUMENT_FREEZE_AUTHORITY_VERIFICATION_v1.0.md,00_CONTROL,# RUMAHAGEN — W4-02A.7 FINAL DOCUMENT FREEZE / AUTHORITY VERIFICATION,3,**Version:** v1.0 FINAL,CORE CONTROL / GOVERNANCE,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,Governance decision authority establishes the freeze and control boundary verified by this control artifact.,CONTROL,Core control/governance artifact explicitly identifies module relevance in controlled Core mapping.,"STEP01 current-authority freeze scope + module authoritative artifact + Core artifact section/evidence anchor; relationship is established from controlled semantic scope, not filename/keyword matching.",M10 and domain owners,16,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,STEP04 → 00_CONTROL synchronization target,DEFERRED TO STEP 04 — NO CLASSIFICATION PERFORMED,MAPPED — EVIDENCE-CHAINED — NO MERGE
SR-0039,M10,RUMAHAGEN_WF03_M10_FULL_REBUILD_CONTROLLED_v1.1_FULL_VERSION/RUMAHAGEN_WF03_M10_FULL_REBUILD_CONTROLLED_v1.1.md,FULL controlled Authorization/RBAC/Permission Preset authority,CAM11-0006,00_CONTROL/W4-02A.7_FINAL_DOCUMENT_FREEZE_AUTHORITY_VERIFICATION_v1.0.md,00_CONTROL,# RUMAHAGEN — W4-02A.7 FINAL DOCUMENT FREEZE / AUTHORITY VERIFICATION,3,**Version:** v1.0 FINAL,CORE CONTROL / GOVERNANCE,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,Governance decision authority establishes the freeze and control boundary verified by this control artifact.,CONTROL,Core control/governance artifact explicitly identifies module relevance in controlled Core mapping.,"STEP01 current-authority freeze scope + module authoritative artifact + Core artifact section/evidence anchor; relationship is established from controlled semantic scope, not filename/keyword matching.",All modules,16,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,STEP04 → 00_CONTROL synchronization target,DEFERRED TO STEP 04 — NO CLASSIFICATION PERFORMED,MAPPED — EVIDENCE-CHAINED — NO MERGE
SR-0040,M11,RUMAHAGEN_WF03_M11_FULL_REBUILD_CONTROLLED_v2.0_FULL_VERSION/RUMAHAGEN_WF03_M11_FULL_REBUILD_CONTROLLED_v2.0_FULL_VERSION.md,FULL controlled SEO/public discovery/measurement authority,CAM11-0006,00_CONTROL/W4-02A.7_FINAL_DOCUMENT_FREEZE_AUTHORITY_VERIFICATION_v1.0.md,00_CONTROL,# RUMAHAGEN — W4-02A.7 FINAL DOCUMENT FREEZE / AUTHORITY VERIFICATION,3,**Version:** v1.0 FINAL,CORE CONTROL / GOVERNANCE,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,Governance decision authority establishes the freeze and control boundary verified by this control artifact.,CONTROL,Core control/governance artifact explicitly identifies module relevance in controlled Core mapping.,"STEP01 current-authority freeze scope + module authoritative artifact + Core artifact section/evidence anchor; relationship is established from controlled semantic scope, not filename/keyword matching.",M02/M03/M05/M06/M09/M12/M14,15,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,STEP04 → 00_CONTROL synchronization target,DEFERRED TO STEP 04 — NO CLASSIFICATION PERFORMED,MAPPED — EVIDENCE-CHAINED — NO MERGE
