constraint_id,scope,module,entity_or_table,attribute_or_columns,constraint_type,constraint_definition,status,authority,downstream_action
PHY-0493,PHYSICAL,CORE,award_qualifying_paths,awarding_path_version_id,FK,awarding_path_version_id UUID NOT NULL REFERENCES awarding_path_versions(id) ON DELETE RESTRICT,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0494,PHYSICAL,CORE,award_qualifying_paths,qualification_evaluation_id,FK,qualification_evaluation_id UUID REFERENCES qualification_evaluations(id) ON DELETE SET NULL,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0495,PHYSICAL,CORE,award_qualifying_paths,provenance,DEFAULT,provenance JSONB NOT NULL DEFAULT '{}'::jsonb,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0496,PHYSICAL,CORE,award_qualifying_paths,created_at,DEFAULT,created_at TIMESTAMPTZ NOT NULL DEFAULT now(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0497,PHYSICAL,CORE,title_presentations,id,PK+DEFAULT,id UUID PRIMARY KEY DEFAULT gen_random_uuid(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0498,PHYSICAL,CORE,title_presentations,user_id,FK,user_id UUID NOT NULL REFERENCES users(id) ON DELETE CASCADE,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0499,PHYSICAL,CORE,title_presentations,title_definition_id,FK,title_definition_id UUID NOT NULL REFERENCES title_definitions(id) ON DELETE RESTRICT,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0500,PHYSICAL,CORE,title_presentations,active,DEFAULT,active BOOLEAN NOT NULL DEFAULT true,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0501,PHYSICAL,CORE,title_presentations,display_order,DEFAULT,display_order INT NOT NULL DEFAULT 0,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0502,PHYSICAL,CORE,title_presentations,created_at,DEFAULT,created_at TIMESTAMPTZ NOT NULL DEFAULT now(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0503,PHYSICAL,CORE,title_presentations,updated_at,DEFAULT,updated_at TIMESTAMPTZ NOT NULL DEFAULT now(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0504,PHYSICAL,CORE,permissions,"module_code, action_code",UNIQUE,"UNIQUE (module_code, action_code)",PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0505,PHYSICAL,CORE,role_permissions,"role_id, permission_id",UNIQUE,"UNIQUE (role_id, permission_id)",PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0506,PHYSICAL,CORE,certificates,"agent_id, course_id",UNIQUE,"UNIQUE (agent_id, course_id)",PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0507,PHYSICAL,CORE,enrollments,"agent_id, course_id",UNIQUE,"UNIQUE (agent_id, course_id)",PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0508,PHYSICAL,CORE,agent_project_claims,"agent_id, project_id",UNIQUE,"UNIQUE (agent_id, project_id)",PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0509,PHYSICAL,CORE,event_registrations,"event_id, agent_id",UNIQUE,"UNIQUE (event_id, agent_id)",PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0510,PHYSICAL,CORE,learning_path_versions,"learning_path_id, version_no",UNIQUE,"UNIQUE (learning_path_id, version_no)",PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0511,PHYSICAL,CORE,learning_activities,"learning_path_version_id, code",UNIQUE,"UNIQUE (learning_path_version_id, code)",PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0512,PHYSICAL,CORE,learning_activity_completions,"learning_activity_id, user_id, attempt_no",UNIQUE,"UNIQUE (learning_activity_id, user_id, attempt_no)",PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0513,PHYSICAL,CORE,learning_point_accounts,"id, user_id",UNIQUE,"UNIQUE (id, user_id)",PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0514,PHYSICAL,CORE,learning_unlock_progressions,"user_id, learning_path_version_id",UNIQUE,"UNIQUE (user_id, learning_path_version_id)",PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0515,PHYSICAL,CORE,payment_provider_results,"provider_key, external_transaction_reference",UNIQUE,"UNIQUE (provider_key, external_transaction_reference)",PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0516,PHYSICAL,CORE,title_authority_scopes,"title_definition_id, scope_type, scope_reference",UNIQUE,"UNIQUE (title_definition_id, scope_type, scope_reference)",PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0517,PHYSICAL,CORE,awarding_paths,"title_definition_id, code",UNIQUE,"UNIQUE (title_definition_id, code)",PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0518,PHYSICAL,CORE,awarding_path_versions,"awarding_path_id, version_no",UNIQUE,"UNIQUE (awarding_path_id, version_no)",PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0519,PHYSICAL,CORE,awarding_rule_versions,"rule_code, version_no",UNIQUE,"UNIQUE (rule_code, version_no)",PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0520,PHYSICAL,CORE,awarding_path_rules,"awarding_path_version_id, awarding_rule_version_id",UNIQUE,"UNIQUE (awarding_path_version_id, awarding_rule_version_id)",PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0521,PHYSICAL,CORE,award_qualifying_paths,"award_instance_id, awarding_path_version_id",UNIQUE,"UNIQUE (award_instance_id, awarding_path_version_id)",PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
M05-C01,LOGICAL/SEMANTIC,M05,EVENT_PROVIDER_BINDING,provider_selection / fallback_position,INVARIANT,Provider determined before Event start; primary/fallback semantics,NOT PHYSICALLY CLAIMED,M05 v1.3 + A1/A2,CONTROLLED DOWNSTREAM
M05-C02,LOGICAL/SEMANTIC,M05,EVENT_REGISTRATIONS,agent_id / guest_email / participant_mode,INVARIANT,Guest may lack canonical identity; guest email is contact/notification destination,NOT PHYSICALLY CLAIMED,M05 v1.3 + A1/A2,CONTROLLED DOWNSTREAM
M10-C01,LOGICAL/SEMANTIC,M10,PERMISSION_PRESET,target_role_id,INVARIANT,Exactly one target role per preset,NOT PHYSICALLY CLAIMED,M10 v1.1 + A1/A2,CONTROLLED DOWNSTREAM
M10-C02,LOGICAL/SEMANTIC,M10,USER_PERMISSION_PRESET,user_id,INVARIANT,Zero or one current preset assignment per account,NOT PHYSICALLY CLAIMED,M10 v1.1 + A1/A2,CONTROLLED DOWNSTREAM
M10-C03,LOGICAL/SEMANTIC,M10,PERMISSION_PRESET_ITEM,preset_id / permission_id,INVARIANT,Unique preset/permission pair,NOT PHYSICALLY CLAIMED,M10 v1.1 + A1/A2,CONTROLLED DOWNSTREAM
M10-C04,LOGICAL/SEMANTIC,M10,PERMISSION_PRESET + USER_PERMISSION_PRESET,target_role_id / user role,INVARIANT,Preset target role must equal account role,NOT PHYSICALLY CLAIMED,M10 v1.1 + A1/A2,CONTROLLED DOWNSTREAM
M10-C05,LOGICAL/SEMANTIC,M10,PERMISSION_PRESET_ITEM,granted_scope,INVARIANT,Preset cannot introduce permission outside role baseline,NOT PHYSICALLY CLAIMED,M10 v1.1 + A1/A2,CONTROLLED DOWNSTREAM
M11-C01,LOGICAL/SEMANTIC,M11,STATIC_PUBLIC_CONTENT,status,INVARIANT,Draft → Publish → Unpublish → Archive,NOT PHYSICALLY CLAIMED,M11 v2.0 + A1/A2,CONTROLLED DOWNSTREAM
M11-C02,LOGICAL/SEMANTIC,M11,PUBLIC_ANNOUNCEMENT_PROMOTION,status / schedule_at / expires_at,INVARIANT,Draft → Scheduled → Active → Expired → Archived,NOT PHYSICALLY CLAIMED,M11 v2.0 + A1/A2,CONTROLLED DOWNSTREAM
M12-C01,LOGICAL/SEMANTIC,M12,ORGANIZATION_DOCUMENT,organization_id / visibility,INVARIANT,Organization-owned document and visibility,NOT PHYSICALLY CLAIMED,M12 v1.0 + A1/A2,CONTROLLED DOWNSTREAM
M14-C01,LOGICAL/SEMANTIC,M14,QUOTA_CAPACITIES,daily_refresh_allowance,INVARIANT,Commercial entitlement/quota configuration; no carry-forward; successful refresh consumes one,NOT PHYSICALLY CLAIMED,M14 v2.2 + A1/A2,CONTROLLED DOWNSTREAM
M14-C02,LOGICAL/SEMANTIC,M14,QUOTA_USAGE,consuming_resource_reference / idempotency_key,INVARIANT,Usage retains consuming-resource reference and idempotency,NOT PHYSICALLY CLAIMED,M14 v2.2 + A1/A2,CONTROLLED DOWNSTREAM
M15-C01,LOGICAL/SEMANTIC,M15,M14 scope,Q01–Q66,INVARIANT,M14 Q01–Q66 remain M14; M15 does not absorb them,NOT PHYSICALLY CLAIMED,M15 v1.1 + A1/A2,CONTROLLED DOWNSTREAM
