logical_entity,module,authority_version,logical_attribute,logical_data_type,representation,logical_data_meaning,physical_table,physical_column,physical_data_type,nullable_required,pk,fk,unique,default,physical_check,physical_definition,mapping_status,conflict_or_gap,downstream_action,note,reconciliation_status,reconciliation_basis,physical_boundary_status
AGENT_AI_CONNECTIONS,M13,v1.1,last_validated_at,TIMESTAMPTZ,PHYSICAL_CORROBORATION,,agent_ai_connections,last_validated_at,TIMESTAMPTZ,YES,NO,NO,NO,,NO,last_validated_at     TIMESTAMPTZ,PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
AGENT_AI_CONNECTIONS,M13,v1.1,connected_at,TIMESTAMPTZ,PHYSICAL_CORROBORATION,NOT NULL,agent_ai_connections,connected_at,TIMESTAMPTZ,NO,NO,NO,NO,now(),NO,connected_at          TIMESTAMPTZ NOT NULL DEFAULT now(),PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
AGENT_AI_CONNECTIONS,M13,v1.1,created_at,TIMESTAMPTZ,PHYSICAL_CORROBORATION,NOT NULL,agent_ai_connections,created_at,TIMESTAMPTZ,NO,NO,NO,NO,now(),NO,created_at            TIMESTAMPTZ NOT NULL DEFAULT now(),PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
AGENT_AI_CONNECTIONS,M13,v1.1,updated_at,TIMESTAMPTZ,PHYSICAL_CORROBORATION,NOT NULL,agent_ai_connections,updated_at,TIMESTAMPTZ,NO,NO,NO,NO,now(),NO,updated_at            TIMESTAMPTZ NOT NULL DEFAULT now(),PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
AGENT_PROFILES,M01,v1.1,id,UUID,PHYSICAL_CORROBORATION,PK,agent_profiles,id,UUID,YES,YES,NO,NO,gen_random_uuid(),NO,id                     UUID PRIMARY KEY DEFAULT gen_random_uuid(),PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
AGENT_PROFILES,M01,v1.1,user_id,UUID,PHYSICAL_CORROBORATION,NOT NULL; UNIQUE; FK→users.id,agent_profiles,user_id,UUID,NO,NO,YES,YES,,NO,user_id                UUID UNIQUE NOT NULL REFERENCES users(id) ON DELETE CASCADE,PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
AGENT_PROFILES,M01,v1.1,full_name,VARCHAR(150),PHYSICAL_CORROBORATION,NOT NULL,agent_profiles,full_name,VARCHAR(150),NO,NO,NO,NO,,NO,full_name              VARCHAR(150) NOT NULL,PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
AGENT_PROFILES,M01,v1.1,avatar_url,VARCHAR(500),PHYSICAL_CORROBORATION,,agent_profiles,avatar_url,VARCHAR(500),YES,NO,NO,NO,,NO,avatar_url             VARCHAR(500),PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
AGENT_PROFILES,M01,v1.1,bio,TEXT,PHYSICAL_CORROBORATION,,agent_profiles,bio,TEXT,YES,NO,NO,NO,,NO,bio                    TEXT,PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
AGENT_PROFILES,M01,v1.1,specialization,TEXT[],PHYSICAL_CORROBORATION,,agent_profiles,specialization,TEXT[],YES,NO,NO,NO,,NO,"specialization         TEXT[],  -- residensial, komersial, tanah, sewa",PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
AGENT_PROFILES,M01,v1.1,coverage_area,VARCHAR(255),PHYSICAL_CORROBORATION,,agent_profiles,coverage_area,VARCHAR(255),YES,NO,NO,NO,,NO,coverage_area          VARCHAR(255),PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
AGENT_PROFILES,M01,v1.1,office_name,VARCHAR(150),PHYSICAL_CORROBORATION,,agent_profiles,office_name,VARCHAR(150),YES,NO,NO,NO,,NO,office_name            VARCHAR(150),PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
AGENT_PROFILES,M01,v1.1,license_number,VARCHAR(50),PHYSICAL_CORROBORATION,,agent_profiles,license_number,VARCHAR(50),YES,NO,NO,NO,,NO,license_number         VARCHAR(50),PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
AGENT_PROFILES,M01,v1.1,whatsapp_number,VARCHAR(20),PHYSICAL_CORROBORATION,NOT NULL,agent_profiles,whatsapp_number,VARCHAR(20),NO,NO,NO,NO,,NO,whatsapp_number        VARCHAR(20) NOT NULL,PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
AGENT_PROFILES,M01,v1.1,contact_visibility,TEXT,PHYSICAL_CORROBORATION,NOT NULL,agent_profiles,contact_visibility,TEXT,NO,NO,NO,NO,'public',YES,"contact_visibility     TEXT NOT NULL DEFAULT 'public' CHECK (contact_visibility IN ('public','hidden'))",PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
AGENT_PROFILES,M01,v1.1,public_slug,VARCHAR(150),PHYSICAL_CORROBORATION,NOT NULL; UNIQUE,agent_profiles,public_slug,VARCHAR(150),NO,NO,NO,YES,,NO,public_slug            VARCHAR(150) UNIQUE NOT NULL,PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
AGENT_PROFILES,M01,v1.1,total_listings_sold,INT,PHYSICAL_CORROBORATION,NOT NULL,agent_profiles,total_listings_sold,INT,NO,NO,NO,NO,"0,   -- denormalized counter, ERD v1.3 Bagian 4 poin 2",NO,"total_listings_sold    INT NOT NULL DEFAULT 0,   -- denormalized counter, ERD v1.3 Bagian 4 poin 2",PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
AGENT_PROFILES,M01,v1.1,total_listings_rented,INT,PHYSICAL_CORROBORATION,NOT NULL,agent_profiles,total_listings_rented,INT,NO,NO,NO,NO,0,NO,total_listings_rented  INT NOT NULL DEFAULT 0,PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
AGENT_PROFILES,M01,v1.1,deleted_at,TIMESTAMPTZ,PHYSICAL_CORROBORATION,,agent_profiles,deleted_at,TIMESTAMPTZ,YES,NO,NO,NO,,NO,"deleted_at             TIMESTAMPTZ,  -- soft-delete (ADR-046)",PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
AGENT_PROFILES,M01,v1.1,created_at,TIMESTAMPTZ,PHYSICAL_CORROBORATION,NOT NULL,agent_profiles,created_at,TIMESTAMPTZ,NO,NO,NO,NO,now(),NO,created_at             TIMESTAMPTZ NOT NULL DEFAULT now(),PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
AGENT_PROFILES,M01,v1.1,updated_at,TIMESTAMPTZ,PHYSICAL_CORROBORATION,NOT NULL,agent_profiles,updated_at,TIMESTAMPTZ,NO,NO,NO,NO,now(),NO,updated_at             TIMESTAMPTZ NOT NULL DEFAULT now(),PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
AGENT_PROFILES,M01,v1.1,ktp_requirement_state,enum,LOGICAL_AUGMENTATION,DEFERRED / NOT_PROVIDED remains representable as outstanding KTP requirement | M01 logical augmentation,,,,,,,,,,,LOGICAL_ONLY_NO_CURRENT_PHYSICAL_CORROBORATION,Physical realization not present/proven in current 86-table baseline.,STEP10-C physical schema decision/reconciliation.,No exact physical column; deferred KTP remains semantic state.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,LOGICAL_ONLY — NO PHYSICAL CLAIM
AGENT_PROFILES,M01,v1.1,profile_visibility,enum,LOGICAL_AUGMENTATION,PUBLIC / PRIVATE; default PUBLIC | M02 logical semantic augmentation,,,,,,,,,,,LOGICAL_ONLY_NO_CURRENT_PHYSICAL_CORROBORATION,Physical realization not present/proven in current 86-table baseline.,STEP10-C physical schema decision/reconciliation.,No exact physical column; contact_visibility is not equivalent to whole-profile visibility.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,LOGICAL_ONLY — NO PHYSICAL CLAIM
AGENT_PROFILES,M01,v1.1,public_cta_enabled,boolean,LOGICAL_AUGMENTATION,Explicit Agent opt-in for public contact/WhatsApp CTA | M02 logical semantic augmentation,,,,,,,,,,,LOGICAL_ONLY_NO_CURRENT_PHYSICAL_CORROBORATION,Physical realization not present/proven in current 86-table baseline.,STEP10-C physical schema decision/reconciliation.,No exact physical column; public CTA opt-in remains downstream.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,LOGICAL_ONLY — NO PHYSICAL CLAIM
AGENT_REVIEWS,M02,v1.1,id,UUID,PHYSICAL_CORROBORATION,PK,agent_reviews,id,UUID,YES,YES,NO,NO,gen_random_uuid(),NO,id               UUID PRIMARY KEY DEFAULT gen_random_uuid(),PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
AGENT_REVIEWS,M02,v1.1,agent_id,UUID,PHYSICAL_CORROBORATION,NOT NULL; FK→users.id,agent_reviews,agent_id,UUID,NO,NO,YES,NO,,NO,agent_id         UUID NOT NULL REFERENCES users(id) ON DELETE CASCADE,PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
AGENT_REVIEWS,M02,v1.1,buyer_id,UUID,PHYSICAL_CORROBORATION,FK→users.id,agent_reviews,buyer_id,UUID,YES,NO,YES,NO,,NO,buyer_id         UUID REFERENCES users(id) ON DELETE SET NULL,PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
AGENT_REVIEWS,M02,v1.1,listing_lead_id,UUID,PHYSICAL_CORROBORATION,,agent_reviews,listing_lead_id,UUID,YES,NO,NO,NO,,NO,"listing_lead_id  UUID,  -- FK ditambahkan setelah listing_leads ada (0008)",PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
AGENT_REVIEWS,M02,v1.1,reviewer_name,VARCHAR(150),PHYSICAL_CORROBORATION,,agent_reviews,reviewer_name,VARCHAR(150),YES,NO,NO,NO,,NO,reviewer_name    VARCHAR(150),PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
AGENT_REVIEWS,M02,v1.1,rating,SMALLINT,PHYSICAL_CORROBORATION,NOT NULL,agent_reviews,rating,SMALLINT,NO,NO,NO,NO,,YES,rating           SMALLINT NOT NULL CHECK (rating BETWEEN 1 AND 5),PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
AGENT_REVIEWS,M02,v1.1,comment,TEXT,PHYSICAL_CORROBORATION,,agent_reviews,comment,TEXT,YES,NO,NO,NO,,NO,comment          TEXT,PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
AGENT_REVIEWS,M02,v1.1,status,TEXT,PHYSICAL_CORROBORATION,NOT NULL,agent_reviews,status,TEXT,NO,NO,NO,NO,'pending',YES,"status           TEXT NOT NULL DEFAULT 'pending' CHECK (status IN ('pending','approved','rejected'))",PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
AGENT_REVIEWS,M02,v1.1,moderated_by,UUID,PHYSICAL_CORROBORATION,FK→users.id,agent_reviews,moderated_by,UUID,YES,NO,YES,NO,,NO,moderated_by     UUID REFERENCES users(id) ON DELETE SET NULL,PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
AGENT_REVIEWS,M02,v1.1,moderated_at,TIMESTAMPTZ,PHYSICAL_CORROBORATION,,agent_reviews,moderated_at,TIMESTAMPTZ,YES,NO,NO,NO,,NO,moderated_at     TIMESTAMPTZ,PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
AGENT_REVIEWS,M02,v1.1,deleted_at,TIMESTAMPTZ,PHYSICAL_CORROBORATION,,agent_reviews,deleted_at,TIMESTAMPTZ,YES,NO,NO,NO,,NO,"deleted_at       TIMESTAMPTZ,  -- soft-delete (ADR-046)",PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
AGENT_REVIEWS,M02,v1.1,created_at,TIMESTAMPTZ,PHYSICAL_CORROBORATION,NOT NULL,agent_reviews,created_at,TIMESTAMPTZ,NO,NO,NO,NO,now(),NO,created_at       TIMESTAMPTZ NOT NULL DEFAULT now(),PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
AGENT_VERIFICATION_DOCUMENTS,M01,v1.1,id,UUID,PHYSICAL_CORROBORATION,PK,agent_verification_documents,id,UUID,YES,YES,NO,NO,gen_random_uuid(),NO,id                UUID PRIMARY KEY DEFAULT gen_random_uuid(),PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
AGENT_VERIFICATION_DOCUMENTS,M01,v1.1,user_id,UUID,PHYSICAL_CORROBORATION,NOT NULL; FK→users.id,agent_verification_documents,user_id,UUID,NO,NO,YES,NO,,NO,user_id           UUID NOT NULL REFERENCES users(id) ON DELETE CASCADE,PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
AGENT_VERIFICATION_DOCUMENTS,M01,v1.1,doc_type,TEXT,PHYSICAL_CORROBORATION,NOT NULL,agent_verification_documents,doc_type,TEXT,NO,NO,NO,NO,,YES,"doc_type          TEXT NOT NULL CHECK (doc_type IN ('ktp','npwp','sertifikasi_rei','lainnya'))",PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
AGENT_VERIFICATION_DOCUMENTS,M01,v1.1,file_url,VARCHAR(500),PHYSICAL_CORROBORATION,NOT NULL,agent_verification_documents,file_url,VARCHAR(500),NO,NO,NO,NO,,NO,"file_url          VARCHAR(500) NOT NULL,  -- enkripsi at-rest wajib, ERD v1.3 Bagian 4 poin 1",PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
AGENT_VERIFICATION_DOCUMENTS,M01,v1.1,encrypted,BOOLEAN,PHYSICAL_CORROBORATION,NOT NULL,agent_verification_documents,encrypted,BOOLEAN,NO,NO,NO,NO,true,NO,encrypted         BOOLEAN NOT NULL DEFAULT true,PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
AGENT_VERIFICATION_DOCUMENTS,M01,v1.1,review_status,TEXT,PHYSICAL_CORROBORATION,NOT NULL,agent_verification_documents,review_status,TEXT,NO,NO,NO,NO,'pending',YES,"review_status     TEXT NOT NULL DEFAULT 'pending' CHECK (review_status IN ('pending','approved','rejected'))",PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
AGENT_VERIFICATION_DOCUMENTS,M01,v1.1,reviewed_by,UUID,PHYSICAL_CORROBORATION,FK→users.id,agent_verification_documents,reviewed_by,UUID,YES,NO,YES,NO,,NO,reviewed_by       UUID REFERENCES users(id) ON DELETE SET NULL,PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
AGENT_VERIFICATION_DOCUMENTS,M01,v1.1,rejection_reason,TEXT,PHYSICAL_CORROBORATION,,agent_verification_documents,rejection_reason,TEXT,YES,NO,NO,NO,,NO,rejection_reason  TEXT,PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
AGENT_VERIFICATION_DOCUMENTS,M01,v1.1,created_at,TIMESTAMPTZ,PHYSICAL_CORROBORATION,NOT NULL,agent_verification_documents,created_at,TIMESTAMPTZ,NO,NO,NO,NO,now(),NO,created_at        TIMESTAMPTZ NOT NULL DEFAULT now(),PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
COURSES,M04,v1.2,id,UUID,PHYSICAL_CORROBORATION,PK,courses,id,UUID,YES,YES,NO,NO,gen_random_uuid(),NO,id                      UUID PRIMARY KEY DEFAULT gen_random_uuid(),PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
COURSES,M04,v1.2,title,VARCHAR(200),PHYSICAL_CORROBORATION,NOT NULL,courses,title,VARCHAR(200),NO,NO,NO,NO,,NO,title                   VARCHAR(200) NOT NULL,PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
COURSES,M04,v1.2,category,TEXT,PHYSICAL_CORROBORATION,,courses,category,TEXT,YES,NO,NO,NO,,YES,"category                TEXT CHECK (category IN ('sales_skill','legal_regulasi','produk_developer','financial_kpr','lainnya'))",PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
COURSES,M04,v1.2,description,TEXT,PHYSICAL_CORROBORATION,,courses,description,TEXT,YES,NO,NO,NO,,NO,description             TEXT,PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
COURSES,M04,v1.2,prerequisite_course_id,UUID,PHYSICAL_CORROBORATION,FK→courses.id,courses,prerequisite_course_id,UUID,YES,NO,YES,NO,,NO,prerequisite_course_id  UUID REFERENCES courses(id) ON DELETE SET NULL,PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
COURSES,M04,v1.2,passing_grade,SMALLINT,PHYSICAL_CORROBORATION,NOT NULL,courses,passing_grade,SMALLINT,NO,NO,NO,NO,70,NO,passing_grade           SMALLINT NOT NULL DEFAULT 70,PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
COURSES,M04,v1.2,status,TEXT,PHYSICAL_CORROBORATION,NOT NULL,courses,status,TEXT,NO,NO,NO,NO,'draft',YES,"status                  TEXT NOT NULL DEFAULT 'draft' CHECK (status IN ('draft','published','archived'))",PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
COURSES,M04,v1.2,created_by,UUID,PHYSICAL_CORROBORATION,NOT NULL; FK→users.id,courses,created_by,UUID,NO,NO,YES,NO,,NO,created_by              UUID NOT NULL REFERENCES users(id) ON DELETE RESTRICT,PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
COURSES,M04,v1.2,deleted_at,TIMESTAMPTZ,PHYSICAL_CORROBORATION,,courses,deleted_at,TIMESTAMPTZ,YES,NO,NO,NO,,NO,"deleted_at              TIMESTAMPTZ,  -- soft-delete (ADR-046)",PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
COURSES,M04,v1.2,created_at,TIMESTAMPTZ,PHYSICAL_CORROBORATION,NOT NULL,courses,created_at,TIMESTAMPTZ,NO,NO,NO,NO,now(),NO,created_at              TIMESTAMPTZ NOT NULL DEFAULT now(),PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
COURSES,M04,v1.2,updated_at,TIMESTAMPTZ,PHYSICAL_CORROBORATION,NOT NULL,courses,updated_at,TIMESTAMPTZ,NO,NO,NO,NO,now(),NO,updated_at              TIMESTAMPTZ NOT NULL DEFAULT now(),PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
